"bin","variable","value","counts","percent","cluster_total","superkingdom","phylum","class","order","family","genus","species","cluster_ph6","Treatment","Day","Replicate"
"G05_1_E_cluster_DBSCAN_round3_4","pH6_5_F",5678,37820573,0.0150129930606815,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH6","5","F"
"G05_1_E_cluster_DBSCAN_round3_4","pH10_1_E",149843,32161045,0.465914587041559,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH10","1","E"
"G05_1_E_cluster_DBSCAN_round3_4","pH6_4_B",5171,43118379,0.011992565861532,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH6","4","B"
"G05_1_E_cluster_DBSCAN_round3_4","MES_7_A",24167,59711760,0.0404727644939623,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"MES","7","A"
"G05_1_E_cluster_DBSCAN_round3_4","G10_3_C",355146,50316949,0.705817834861172,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G10","3","C"
"G05_1_E_cluster_DBSCAN_round3_4","pH8_5_C",2766,28913015,0.00956662596412031,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH8","5","C"
"G05_1_E_cluster_DBSCAN_round3_4","MES_6_C",15343,27784225,0.0552219829777509,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"MES","6","C"
"G05_1_E_cluster_DBSCAN_round3_4","pH10_7_D",1105,26062333,0.00423983532095918,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH10","7","D"
"G05_1_E_cluster_DBSCAN_round3_4","G10_1_C",971512,28001190,3.46953825890971,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G10","1","C"
"G05_1_E_cluster_DBSCAN_round3_4","G10_1_A",698469,18408179,3.79434054829649,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G10","1","A"
"G05_1_E_cluster_DBSCAN_round3_4","G05_3_F",166819,44321163,0.376386783893735,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G05","3","F"
"G05_1_E_cluster_DBSCAN_round3_4","G05_6_E",82478,36160210,0.228090489518728,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G05","6","E"
"G05_1_E_cluster_DBSCAN_round3_4","pH10_2_F",75114,39619814,0.189586957677287,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH10","2","F"
"G05_1_E_cluster_DBSCAN_round3_4","pH8_5_D",4250,50396776,0.00843307913188733,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH8","5","D"
"G05_1_E_cluster_DBSCAN_round3_4","pH6_7_A",2237,19940751,0.0112182334557008,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH6","7","A"
"G05_1_E_cluster_DBSCAN_round3_4","pH10_1_C",101267,24658265,0.410681773433776,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH10","1","C"
"G05_1_E_cluster_DBSCAN_round3_4","G10_4_D",319225,41602961,0.767313172733066,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G10","4","D"
"G05_1_E_cluster_DBSCAN_round3_4","G10_3_A",1784192,48609146,3.67048620850076,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G10","3","A"
"G05_1_E_cluster_DBSCAN_round3_4","G10_3_D",3521155,49979290,7.04522813349289,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G10","3","D"
"G05_1_E_cluster_DBSCAN_round3_4","G10_1_D",2154990,76432482,2.81946882216909,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G10","1","D"
"G05_1_E_cluster_DBSCAN_round3_4","pH6_3_B",24659,47859419,0.0515238181224055,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH6","3","B"
"G05_1_E_cluster_DBSCAN_round3_4","pH10_7_B",1608,44353795,0.00362539439973513,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH10","7","B"
"G05_1_E_cluster_DBSCAN_round3_4","G05_7_C",32730,31171504,0.104999745921788,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G05","7","C"
"G05_1_E_cluster_DBSCAN_round3_4","G05_3_E",464094,52345439,0.886598734991983,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G05","3","E"
"G05_1_E_cluster_DBSCAN_round3_4","G05_3_B",598919,52564459,1.13939915181092,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G05","3","B"
"G05_1_E_cluster_DBSCAN_round3_4","G05_4_E",29126,32092933,0.0907551827687423,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G05","4","E"
"G05_1_E_cluster_DBSCAN_round3_4","pH8_1_D",388141,33793023,1.14858324453542,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH8","1","D"
"G05_1_E_cluster_DBSCAN_round3_4","pH8_6_E",1703,18501787,0.00920451629888508,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH8","6","E"
"G05_1_E_cluster_DBSCAN_round3_4","MES_7_F",1126,1897079,0.0593544074864568,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"MES","7","F"
"G05_1_E_cluster_DBSCAN_round3_4","pH10_2_D",72845,58881321,0.123714955376086,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH10","2","D"
"G05_1_E_cluster_DBSCAN_round3_4","G10_2_E",1487987,65450946,2.27343849239398,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G10","2","E"
"G05_1_E_cluster_DBSCAN_round3_4","MES_6_E",6416,33118978,0.0193725784654345,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"MES","6","E"
"G05_1_E_cluster_DBSCAN_round3_4","MES_6_B",11800,28555119,0.0413235889508988,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"MES","6","B"
"G05_1_E_cluster_DBSCAN_round3_4","pH10_7_C",1244,44446995,0.00279883938160499,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH10","7","C"
"G05_1_E_cluster_DBSCAN_round3_4","G05_7_B",7269,3388439,0.214523560849111,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G05","7","B"
"G05_1_E_cluster_DBSCAN_round3_4","G05_7_A",2429,4331688,0.0560751374521895,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G05","7","A"
"G05_1_E_cluster_DBSCAN_round3_4","G05_6_F",56430,32756575,0.172270757855484,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G05","6","F"
"G05_1_E_cluster_DBSCAN_round3_4","G05_6_D",77259,47359779,0.163132095696646,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G05","6","D"
"G05_1_E_cluster_DBSCAN_round3_4","G05_1_B",1126994,26941529,4.1831107655397,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G05","1","B"
"G05_1_E_cluster_DBSCAN_round3_4","MES_2_C",357310,24251806,1.47333357359035,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"MES","2","C"
"G05_1_E_cluster_DBSCAN_round3_4","pH6_4_F",10946,29732582,0.0368148316214179,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH6","4","F"
"G05_1_E_cluster_DBSCAN_round3_4","MES_7_D",25111,44201072,0.0568108393389192,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"MES","7","D"
"G05_1_E_cluster_DBSCAN_round3_4","pH10_2_B",10363,48396860,0.0214125461858476,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH10","2","B"
"G05_1_E_cluster_DBSCAN_round3_4","MES_5_F",14988,29590304,0.050651726998141,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"MES","5","F"
"G05_1_E_cluster_DBSCAN_round3_4","G10_2_C",890349,66046841,1.34805690403876,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G10","2","C"
"G05_1_E_cluster_DBSCAN_round3_4","pH8_4_F",12715,28193239,0.045099465159005,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH8","4","F"
"G05_1_E_cluster_DBSCAN_round3_4","pH6_3_A",8204,37857487,0.0216707463968752,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH6","3","A"
"G05_1_E_cluster_DBSCAN_round3_4","pH10_6_F",864,19306542,0.00447516701851631,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH10","6","F"
"G05_1_E_cluster_DBSCAN_round3_4","G05_3_D",805359,37680063,2.13736107606826,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G05","3","D"
"G05_1_E_cluster_DBSCAN_round3_4","G05_3_C",1765143,51435263,3.43177597828167,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G05","3","C"
"G05_1_E_cluster_DBSCAN_round3_4","G10_6_E",157010,25858178,0.607196686479612,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G10","6","E"
"G05_1_E_cluster_DBSCAN_round3_4","G05_3_A",318336,52914133,0.601608647731221,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G05","3","A"
"G05_1_E_cluster_DBSCAN_round3_4","G10_5_A",139210,29792437,0.467266239415057,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G10","5","A"
"G05_1_E_cluster_DBSCAN_round3_4","pH6_1_B",124870,13822933,0.903353868531375,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH6","1","B"
"G05_1_E_cluster_DBSCAN_round3_4","pH6_6_A",6605,37674251,0.0175318681186256,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH6","6","A"
"G05_1_E_cluster_DBSCAN_round3_4","pH10_1_F",90705,24831630,0.365280088338945,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH10","1","F"
"G05_1_E_cluster_DBSCAN_round3_4","pH6_4_C",18156,38968562,0.0465914036037563,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH6","4","C"
"G05_1_E_cluster_DBSCAN_round3_4","MES_7_B",20126,35882516,0.0560885975777172,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"MES","7","B"
"G05_1_E_cluster_DBSCAN_round3_4","G10_2_D",1010160,71415317,1.41448647493926,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G10","2","D"
"G05_1_E_cluster_DBSCAN_round3_4","pH8_5_A",2493,42135237,0.00591666305330144,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH8","5","A"
"G05_1_E_cluster_DBSCAN_round3_4","pH10_6_C",1284,30616020,0.00419388281037183,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH10","6","C"
"G05_1_E_cluster_DBSCAN_round3_4","G10_7_E",30737,20219818,0.152014226834287,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G10","7","E"
"G05_1_E_cluster_DBSCAN_round3_4","G10_7_C",87883,23745838,0.370098541058016,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G10","7","C"
"G05_1_E_cluster_DBSCAN_round3_4","MES_5_A",18685,34131285,0.0547444961418827,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"MES","5","A"
"G05_1_E_cluster_DBSCAN_round3_4","pH8_4_C",4771,33358886,0.0143020363449787,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH8","4","C"
"G05_1_E_cluster_DBSCAN_round3_4","pH8_2_F",60075,39410929,0.152432336725683,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH8","2","F"
"G05_1_E_cluster_DBSCAN_round3_4","pH10_3_C",23224,70272823,0.0330483379043987,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH10","3","C"
"G05_1_E_cluster_DBSCAN_round3_4","pH8_5_E",7918,71015937,0.0111496099812075,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH8","5","E"
"G05_1_E_cluster_DBSCAN_round3_4","pH6_7_B",953,11496023,0.0082898233589129,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH6","7","B"
"G05_1_E_cluster_DBSCAN_round3_4","pH10_1_D",53320,29242990,0.182334296185171,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH10","1","D"
"G05_1_E_cluster_DBSCAN_round3_4","G10_4_E",181785,22792167,0.797576641132895,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G10","4","E"
"G05_1_E_cluster_DBSCAN_round3_4","pH8_5_B",5638,44600099,0.0126412275452572,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH8","5","B"
"G05_1_E_cluster_DBSCAN_round3_4","MES_5_B",49809,57104103,0.0872249057129923,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"MES","5","B"
"G05_1_E_cluster_DBSCAN_round3_4","MES_1_C",148519,19066166,0.778966258869245,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"MES","1","C"
"G05_1_E_cluster_DBSCAN_round3_4","G10_7_B",93732,22763974,0.411755873557051,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G10","7","B"
"G05_1_E_cluster_DBSCAN_round3_4","G10_6_F",50979,15454835,0.32985793766158,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G10","6","F"
"G05_1_E_cluster_DBSCAN_round3_4","MES_3_F",6829,74213084,0.00920188143643242,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"MES","3","F"
"G05_1_E_cluster_DBSCAN_round3_4","G05_6_B",34084,18219550,0.187073775148124,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G05","6","B"
"G05_1_E_cluster_DBSCAN_round3_4","pH8_2_E",90370,33244108,0.271837644132308,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH8","2","E"
"G05_1_E_cluster_DBSCAN_round3_4","G05_4_F",36252,44937855,0.0806714072133616,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G05","4","F"
"G05_1_E_cluster_DBSCAN_round3_4","pH8_1_E",345638,27459163,1.25873465261851,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH8","1","E"
"G05_1_E_cluster_DBSCAN_round3_4","pH8_6_F",2462,15886388,0.015497544186885,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH8","6","F"
"G05_1_E_cluster_DBSCAN_round3_4","pH10_1_A",29115,27085867,0.10749148255066,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH10","1","A"
"G05_1_E_cluster_DBSCAN_round3_4","pH10_2_E",68803,53261360,0.129179953347042,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH10","2","E"
"G05_1_E_cluster_DBSCAN_round3_4","G10_2_F",1731418,65087698,2.66013095132048,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G10","2","F"
"G05_1_E_cluster_DBSCAN_round3_4","pH8_3_D",91571,27020239,0.338897816558913,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH8","3","D"
"G05_1_E_cluster_DBSCAN_round3_4","MES_4_F",15797,32082360,0.0492388963904152,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"MES","4","F"
"G05_1_E_cluster_DBSCAN_round3_4","pH10_6_E",1148,22768835,0.00504197953035366,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH10","6","E"
"G05_1_E_cluster_DBSCAN_round3_4","MES_4_B",23555,27685433,0.0850808437780258,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"MES","4","B"
"G05_1_E_cluster_DBSCAN_round3_4","pH6_3_D",68307,46592340,0.146605643760326,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH6","3","D"
"G05_1_E_cluster_DBSCAN_round3_4","pH8_4_B",2945,54845559,0.00536962345483615,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH8","4","B"
"G05_1_E_cluster_DBSCAN_round3_4","pH6_2_B",26872,21710210,0.123775863982891,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH6","2","B"
"G05_1_E_cluster_DBSCAN_round3_4","G05_1_C",492761,27495310,1.79216382721271,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G05","1","C"
"G05_1_E_cluster_DBSCAN_round3_4","MES_2_D",184434,23421097,0.787469519467854,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"MES","2","D"
"G05_1_E_cluster_DBSCAN_round3_4","pH6_5_A",6706,42358914,0.0158313784909594,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH6","5","A"
"G05_1_E_cluster_DBSCAN_round3_4","MES_7_E",9183,23731309,0.0386957162792832,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"MES","7","E"
"G05_1_E_cluster_DBSCAN_round3_4","pH10_2_C",30538,25141125,0.121466322608873,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH10","2","C"
"G05_1_E_cluster_DBSCAN_round3_4","MES_6_A",8130,23050008,0.0352711374330109,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"MES","6","A"
"G05_1_E_cluster_DBSCAN_round3_4","G10_2_A",1178053,63282468,1.86157878671862,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G10","2","A"
"G05_1_E_cluster_DBSCAN_round3_4","G10_7_F",36390,24986960,0.145635963718676,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"G10","7","F"
"G05_1_E_cluster_DBSCAN_round3_4","pH10_6_B",437,21129049,0.00206824263600316,1,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",2,"pH10","6","B"
