Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
pH10_1_A_cluster_DBSCAN_round5_11	o__Actinomycetales (UID1572)	580	286	172	58.56	1.80	0.00	2974640	0	497	497	6451	6451	5985	5985	31426	31426	69.7	3.16	90.52	11	3027	127	155	4	0	0	0
pH10_1_A_cluster_DBSCAN_round5_6	c__Alphaproteobacteria (UID3305)	564	349	230	19.38	0.04	100.00	452176	0	22	22	34795	34795	20553	20553	70173	70173	53.9	0.64	88.74	11	424	256	92	1	0	0	0
pH10_1_A_cluster_DBSCAN_round5_8	k__Bacteria (UID203)	5449	104	58	29.47	1.72	100.00	4439277	0	517	517	10830	10830	8586	8586	68207	68207	67.4	2.33	89.90	11	4686	83	20	1	0	0	0
pH10_1_A_cluster_DBSCAN_round6_4	o__Burkholderiales (UID4000)	193	427	214	23.04	3.43	80.00	2660642	0	402	402	6438	6438	6618	6618	139672	139672	66.2	1.87	91.11	11	2802	338	79	10	0	0	0
pH10_1_A_cluster_DBSCAN_round7_3	c__Betaproteobacteria (UID3959)	235	419	211	28.45	2.75	0.00	4676135	0	349	349	21946	21946	13398	13398	228732	228732	56.9	4.42	86.96	11	4790	305	100	14	0	0	0
pH10_1_B_cluster_DBSCAN_round11_0	k__Bacteria (UID1453)	901	171	117	56.13	7.55	18.18	710941	0	25	25	541254	541254	28437	28437	541254	541254	48.6	1.19	91.37	11	731	58	102	11	0	0	0
pH10_1_B_cluster_DBSCAN_round145_2	k__Bacteria (UID203)	5449	104	58	35.14	0.00	0.00	1107520	0	133	133	10369	10369	8327	8327	19520	19520	76.0	1.49	91.75	11	1108	78	26	0	0	0	0
pH10_1_B_cluster_DBSCAN_round1_4	f__Moraxellaceae (UID4680)	86	689	365	99.37	1.29	0.00	4430489	0	42	42	162653	162653	105487	105487	697193	697193	37.8	1.67	84.98	11	4065	37	645	7	0	0	0
pH10_1_B_cluster_DBSCAN_round1_5	c__Alphaproteobacteria (UID3422)	26	529	308	100.00	0.32	0.00	3251916	0	10	10	464132	464132	325191	325191	663645	663645	67.6	0.80	90.63	11	3082	0	528	1	0	0	0
pH10_1_B_cluster_DBSCAN_round1_8	o__Actinomycetales (UID1572)	580	286	171	98.64	0.64	0.00	2958252	0	64	64	62869	62869	46222	46222	238720	238720	68.4	1.44	92.09	11	2790	5	279	2	0	0	0
pH10_1_B_cluster_DBSCAN_round2_2	f__Flavobacteriaceae (UID2817)	81	511	283	99.29	0.35	0.00	2886550	0	31	31	184064	184064	93114	93114	843469	843469	34.5	2.21	89.82	11	2637	2	508	1	0	0	0
pH10_1_B_cluster_DBSCAN_round38_0	f__Enterobacteriaceae (UID5124)	134	1173	336	99.30	0.66	0.00	4765751	0	20	20	338319	338319	238287	238287	753192	753192	55.1	0.80	89.66	11	4436	7	1157	9	0	0	0
pH10_1_B_cluster_DBSCAN_round3_0	c__Alphaproteobacteria (UID3305)	564	349	230	100.00	31.51	0.79	9091354	0	577	577	62275	62275	15756	15756	1689333	1689333	56.9	16.05	88.67	11	8886	0	276	53	17	2	1
pH10_1_B_cluster_DBSCAN_round3_1	c__Betaproteobacteria (UID3959)	235	419	211	100.00	0.19	14.29	4242347	0	15	15	659496	659496	282823	282823	1163746	1163746	56.7	0.86	89.72	11	3832	0	412	7	0	0	0
pH10_1_B_cluster_DBSCAN_round3_11	o__Lactobacillales (UID544)	293	473	265	94.53	0.91	66.67	3163088	0	54	54	121634	121634	58575	58575	214066	214066	43.0	1.25	88.80	11	2919	36	431	6	0	0	0
pH10_1_B_cluster_DBSCAN_round3_12	k__Bacteria (UID203)	5449	104	58	50.31	0.00	0.00	5068278	0	170	170	43863	43863	29813	29813	189101	189101	67.9	1.19	91.60	11	4755	67	37	0	0	0	0
pH10_1_B_cluster_DBSCAN_round3_2	p__Bacteroidetes (UID2605)	350	316	210	99.84	3.12	0.00	6834345	0	39	39	563757	563757	175239	175239	810520	810520	39.9	1.29	89.08	11	5821	1	307	8	0	0	0
pH10_1_B_cluster_DBSCAN_round3_21	o__Lactobacillales (UID544)	293	475	267	43.94	1.59	20.00	1056168	0	145	145	8553	8553	7283	7283	84471	84471	40.7	1.45	87.24	11	1097	259	211	5	0	0	0
pH10_1_B_cluster_DBSCAN_round3_4	f__Enterobacteriaceae (UID5066)	55	546	224	94.55	0.00	0.00	4943457	0	27	27	306316	306316	183091	183091	624754	624754	59.5	2.24	88.19	11	4530	53	493	0	0	0	0
pH10_1_B_cluster_DBSCAN_round3_43	o__Burkholderiales (UID4000)	193	427	214	10.58	0.47	100.00	402461	0	77	77	4792	4792	5226	5226	29498	29498	65.1	1.37	86.58	11	473	370	56	1	0	0	0
pH10_1_B_cluster_DBSCAN_round3_44	k__Bacteria (UID203)	5449	104	58	62.07	0.00	0.00	2773280	0	316	316	10384	10384	8776	8776	29362	29362	53.8	1.19	89.18	11	2778	61	43	0	0	0	0
pH10_1_B_cluster_DBSCAN_round3_66	k__Bacteria (UID203)	5449	104	58	21.49	1.72	100.00	1441927	0	255	255	5631	5631	5654	5654	18020	18020	61.4	1.98	91.87	11	1536	82	21	1	0	0	0
pH10_1_B_cluster_DBSCAN_round3_7	o__Actinomycetales (UID1572)	580	286	171	94.54	0.29	0.00	4263712	0	30	30	179331	179331	142123	142123	471599	471599	72.6	0.65	91.67	11	3862	14	271	1	0	0	0
pH10_1_B_cluster_DBSCAN_round3_8	p__Bacteroidetes (UID2605)	350	316	210	95.56	0.48	0.00	3982697	0	36	36	169411	169411	110630	110630	364896	364896	37.0	1.47	89.13	11	3440	12	303	1	0	0	0
pH10_1_B_cluster_DBSCAN_round3_9	o__Actinomycetales (UID1572)	580	287	173	98.84	1.16	0.00	3511253	0	78	78	69307	69307	45016	45016	226587	226587	59.5	0.91	87.84	11	3048	2	283	2	0	0	0
pH10_1_B_cluster_DBSCAN_round4_2	o__Actinomycetales (UID1809)	267	400	222	81.08	0.56	0.00	2947787	0	18	18	212671	212671	163765	163765	511866	511866	67.5	0.36	90.82	11	2708	76	322	2	0	0	0
pH10_1_B_cluster_DBSCAN_round4_5	o__Actinomycetales (UID1809)	267	400	222	83.78	2.70	23.08	2444310	0	31	31	99815	99815	78848	78848	211373	211373	69.8	0.54	90.91	11	2208	49	338	13	0	0	0
pH10_1_B_cluster_DBSCAN_round53_0	k__Bacteria (UID203)	5449	104	58	50.57	0.00	0.00	3458644	0	50	50	103333	103333	69172	69172	224553	224553	75.8	1.62	90.82	11	3098	69	35	0	0	0	0
pH10_1_B_cluster_DBSCAN_round5_26	k__Bacteria (UID203)	5449	104	58	26.33	5.17	100.00	1706757	0	66	66	28798	28798	25859	25859	47455	47455	75.5	1.18	91.26	11	1554	79	21	4	0	0	0
pH10_1_B_cluster_DBSCAN_round6_4	p__Bacteroidetes (UID2605)	350	316	210	27.35	0.95	0.00	1539292	0	265	265	5039	5039	5808	5808	180694	180694	41.8	2.47	89.18	11	1602	233	81	2	0	0	0
pH10_1_B_cluster_DBSCAN_round6_6	c__Alphaproteobacteria (UID3305)	564	349	230	13.71	0.22	0.00	1438496	0	199	199	7858	7858	7228	7228	105660	105660	53.4	2.35	84.89	11	1590	301	47	1	0	0	0
pH10_1_B_cluster_DBSCAN_round7_7	k__Bacteria (UID203)	5449	104	58	24.14	1.72	0.00	2894133	0	508	508	5909	5909	5697	5697	66273	66273	72.7	3.00	90.10	11	2959	84	19	1	0	0	0
pH10_1_B_cluster_DBSCAN_round7_8	k__Bacteria (UID203)	5449	104	58	29.47	0.00	0.00	5152287	0	628	628	9726	9726	8204	8204	64127	64127	65.9	5.44	88.54	11	5368	84	20	0	0	0	0
pH10_1_B_cluster_DBSCAN_round8_6	k__Bacteria (UID203)	5449	104	58	34.48	1.72	100.00	4110018	0	594	594	7387	7387	6919	6919	84905	84905	66.4	2.30	91.46	11	4241	81	22	1	0	0	0
pH10_1_C_cluster_DBSCAN_round131_0	k__Bacteria (UID203)	5449	104	58	27.59	0.86	0.00	3959874	0	487	487	9446	9446	8131	8131	68210	68210	66.7	3.90	88.85	11	4087	85	18	1	0	0	0
pH10_1_C_cluster_DBSCAN_round161_5	o__Actinomycetales (UID1572)	580	286	171	55.70	1.41	75.00	2084254	0	264	264	9736	9736	7894	7894	53183	53183	73.2	2.69	90.45	11	1998	144	138	4	0	0	0
pH10_1_C_cluster_DBSCAN_round1_4	o__Actinomycetales (UID1572)	580	286	171	98.64	0.00	0.00	2958759	0	47	47	86866	86866	62952	62952	238767	238767	68.4	1.31	92.10	11	2780	5	281	0	0	0	0
pH10_1_C_cluster_DBSCAN_round2_1	c__Alphaproteobacteria (UID3305)	564	349	230	100.00	0.96	0.00	4136610	0	19	19	493744	493744	217716	217716	1194677	1194677	50.7	1.27	86.45	11	3698	0	346	3	0	0	0
pH10_1_C_cluster_DBSCAN_round2_10	o__Actinomycetales (UID1572)	580	287	173	99.42	1.16	0.00	3692800	0	84	84	82504	82504	43961	43961	300206	300206	59.6	1.52	87.70	11	3259	1	284	2	0	0	0
pH10_1_C_cluster_DBSCAN_round2_12	k__Bacteria (UID1453)	901	171	117	62.79	7.93	46.15	868405	0	38	38	97486	97486	22852	22852	137296	137296	48.1	1.41	91.69	11	916	51	107	13	0	0	0
pH10_1_C_cluster_DBSCAN_round2_16	c__Bacilli (UID284)	725	279	151	88.40	1.32	0.00	3319970	0	319	319	13443	13443	10407	10407	52130	52130	35.4	2.20	88.47	11	3517	41	235	3	0	0	0
pH10_1_C_cluster_DBSCAN_round2_2	f__Flavobacteriaceae (UID2817)	81	511	283	99.29	0.53	0.00	3036046	0	33	33	150476	150476	92001	92001	843470	843470	34.7	2.01	89.72	11	2811	2	507	2	0	0	0
pH10_1_C_cluster_DBSCAN_round2_5	f__Moraxellaceae (UID4680)	86	689	365	99.13	1.43	0.00	4431164	0	46	46	141886	141886	96329	96329	700689	700689	37.8	1.45	84.94	11	4069	37	644	8	0	0	0
pH10_1_C_cluster_DBSCAN_round2_6	c__Alphaproteobacteria (UID3422)	26	529	308	100.00	0.65	0.00	3258552	0	15	15	424067	424067	217236	217236	571164	571164	67.6	1.31	90.52	11	3089	0	527	2	0	0	0
pH10_1_C_cluster_DBSCAN_round3_5	o__Lactobacillales (UID544)	293	473	265	99.25	0.00	0.00	3496120	0	45	45	140530	140530	77691	77691	409886	409886	42.6	1.58	88.37	11	3224	2	471	0	0	0	0
pH10_1_C_cluster_DBSCAN_round3_6	o__Lactobacillales (UID544)	293	475	267	94.07	2.87	7.69	3438077	0	38	38	136830	136830	90475	90475	355293	355293	42.3	1.47	87.68	11	3328	20	444	10	1	0	0
pH10_1_C_cluster_DBSCAN_round4_15	f__Micrococcaceae (UID1623)	39	457	218	77.73	1.13	25.00	2736936	0	372	372	8526	8526	7357	7357	35299	35299	66.8	1.47	90.78	11	2666	83	370	4	0	0	0
pH10_1_C_cluster_DBSCAN_round4_2	f__Enterobacteriaceae (UID5124)	134	1173	336	99.30	0.26	0.00	4689623	0	20	20	340450	340450	234481	234481	753192	753192	55.1	0.90	89.70	11	4355	7	1163	3	0	0	0
pH10_1_C_cluster_DBSCAN_round4_6	f__Enterobacteriaceae (UID5066)	55	546	224	97.64	2.12	0.00	5182492	0	95	95	87551	87551	54552	54552	317831	317831	59.3	2.04	88.06	11	4825	61	479	6	0	0	0
pH10_1_C_cluster_DBSCAN_round52_0	k__Bacteria (UID203)	5449	104	58	41.38	0.00	0.00	3603360	0	63	63	91876	91876	57196	57196	256382	256382	76.0	1.14	90.69	11	3214	76	28	0	0	0	0
pH10_1_C_cluster_DBSCAN_round53_0	k__Bacteria (UID203)	5449	104	58	32.76	5.17	100.00	2154860	0	19	19	117288	117288	113413	113413	200476	200476	76.1	0.62	90.80	11	1980	84	17	3	0	0	0
pH10_1_C_cluster_DBSCAN_round54_9	k__Bacteria (UID203)	5449	104	58	30.17	0.00	0.00	1960712	0	330	330	6331	6331	5941	5941	16267	16267	76.0	1.66	91.28	11	2049	84	20	0	0	0	0
pH10_1_C_cluster_DBSCAN_round55_0	k__Bacteria (UID203)	5449	104	58	41.95	3.45	100.00	3483148	0	149	149	37445	37445	23376	23376	135795	135795	75.3	1.95	91.03	11	3274	74	29	0	1	0	0
pH10_1_C_cluster_DBSCAN_round5_0	c__Betaproteobacteria (UID3959)	235	419	211	100.00	51.22	1.41	11273561	0	820	820	42142	42142	13748	13748	1887619	1887619	61.6	11.56	89.36	11	10992	0	287	105	18	9	0
pH10_1_C_cluster_DBSCAN_round5_1	p__Bacteroidetes (UID2605)	350	316	210	99.84	5.98	13.33	6656612	0	49	49	569471	569471	135849	135849	810514	810514	39.8	1.20	89.11	11	5721	1	300	15	0	0	0
pH10_1_C_cluster_DBSCAN_round5_182	o__Actinomycetales (UID1572)	580	288	173	3.19	0.11	50.00	19595	0	5	5	3695	3695	3919	3919	5292	5292	69.5	0.45	93.32	11	27	256	30	2	0	0	0
pH10_1_C_cluster_DBSCAN_round5_2	c__Betaproteobacteria (UID3959)	235	419	211	99.67	0.26	50.00	4555087	0	63	63	141685	141685	72302	72302	655406	655406	60.3	1.66	90.68	11	4224	12	405	2	0	0	0
pH10_1_C_cluster_DBSCAN_round5_36	k__Bacteria (UID203)	5449	104	58	36.21	0.00	0.00	1579693	0	295	295	5335	5335	5354	5354	23909	23909	43.5	1.41	91.12	11	1563	82	22	0	0	0	0
pH10_1_C_cluster_DBSCAN_round5_8	p__Bacteroidetes (UID2605)	350	316	210	77.46	0.00	0.00	3275634	0	39	39	142530	142530	83990	83990	223117	223117	36.6	1.21	89.65	11	2823	60	256	0	0	0	0
pH10_1_C_cluster_DBSCAN_round6_0	o__Actinomycetales (UID1809)	267	400	222	94.37	0.56	0.00	3146319	0	21	21	216533	216533	149824	149824	511840	511840	67.5	0.46	90.92	11	2893	21	377	2	0	0	0
pH10_1_C_cluster_DBSCAN_round6_1	k__Bacteria (UID203)	5449	104	58	50.00	0.00	0.00	3766604	0	47	47	184660	184660	80140	80140	459239	459239	67.5	0.75	91.30	11	3457	71	33	0	0	0	0
pH10_1_C_cluster_DBSCAN_round6_2	o__Actinomycetales (UID1572)	580	286	171	87.13	1.46	75.00	4372088	0	30	30	184635	184635	145736	145736	411684	411684	72.6	0.58	91.82	11	3967	51	231	4	0	0	0
pH10_1_C_cluster_DBSCAN_round6_4	o__Actinomycetales (UID1809)	267	400	222	94.59	1.35	0.00	2788643	0	44	44	95569	95569	63378	63378	257720	257720	69.7	0.73	90.65	11	2503	23	373	4	0	0	0
pH10_1_C_cluster_DBSCAN_round6_512	c__Alphaproteobacteria (UID3305)	564	349	230	1.32	0.00	0.00	19223	0	4	4	5497	5497	4805	4805	6467	6467	54.0	0.98	90.25	11	31	314	35	0	0	0	0
pH10_1_C_cluster_DBSCAN_round6_8	o__Burkholderiales (UID4000)	193	427	214	7.74	1.40	33.33	299939	0	8	8	205497	205497	37492	37492	205497	205497	65.4	1.02	90.62	11	298	375	49	3	0	0	0
pH10_1_C_cluster_DBSCAN_round7_11	c__Alphaproteobacteria (UID3305)	564	349	230	83.27	0.74	33.33	3605852	0	421	421	10578	10578	8564	8564	55504	55504	53.5	1.62	88.00	11	3735	86	260	3	0	0	0
pH10_1_C_cluster_DBSCAN_round7_3	c__Betaproteobacteria (UID3959)	235	420	211	32.46	2.96	90.91	3737253	0	488	488	8795	8795	7658	7658	167214	167214	66.3	1.83	90.96	11	3923	286	123	11	0	0	0
pH10_1_C_cluster_DBSCAN_round8_24	k__Bacteria (UID203)	5449	104	58	18.29	1.72	100.00	1510710	0	55	55	28169	28169	27467	27467	40991	40991	76.3	0.65	91.52	11	1405	84	19	1	0	0	0
pH10_1_D_cluster_DBSCAN_round10_2	f__Enterobacteriaceae (UID5124)	134	1173	336	1.05	0.08	0.00	59771	0	6	6	13189	13189	9961	9961	26298	26298	54.3	4.90	89.76	11	80	1114	54	5	0	0	0
pH10_1_D_cluster_DBSCAN_round1_10	o__Actinomycetales (UID1572)	580	286	171	98.64	0.00	0.00	2945937	0	59	59	78244	78244	49931	49931	253045	253045	68.5	1.47	92.13	11	2773	5	281	0	0	0	0
pH10_1_D_cluster_DBSCAN_round1_12	o__Actinomycetales (UID1572)	580	287	173	99.42	1.73	0.00	3776042	0	107	107	60548	60548	35290	35290	226643	226643	59.7	1.81	87.93	11	3369	1	283	3	0	0	0
pH10_1_D_cluster_DBSCAN_round1_4	c__Alphaproteobacteria (UID3422)	26	529	308	100.00	0.32	0.00	3251563	0	15	15	424067	424067	216770	216770	864804	864804	67.6	1.14	90.62	11	3084	0	528	1	0	0	0
pH10_1_D_cluster_DBSCAN_round1_5	f__Moraxellaceae (UID4680)	86	689	365	99.16	1.43	0.00	4445651	0	46	46	151663	151663	96644	96644	425805	425805	37.8	1.61	84.96	11	4083	38	643	8	0	0	0
pH10_1_D_cluster_DBSCAN_round1_6	c__Alphaproteobacteria (UID3305)	564	349	230	99.13	0.96	0.00	4025227	0	85	85	76796	76796	47355	47355	403827	403827	50.7	1.84	86.50	11	3611	5	341	3	0	0	0
pH10_1_D_cluster_DBSCAN_round1_7	f__Flavobacteriaceae (UID2817)	81	511	283	99.29	0.35	0.00	2856977	0	38	38	118940	118940	75183	75183	393209	393209	34.5	1.88	89.81	11	2608	2	508	1	0	0	0
pH10_1_D_cluster_DBSCAN_round1_8	o__Actinomycetales (UID1572)	580	286	171	98.83	1.36	75.00	4358555	0	50	50	134186	134186	87171	87171	348400	348400	72.6	1.02	91.55	11	3927	4	278	4	0	0	0
pH10_1_D_cluster_DBSCAN_round2_4	o__Lactobacillales (UID544)	293	473	265	98.42	0.19	0.00	3461351	0	46	46	144160	144160	75246	75246	292750	292750	42.8	1.65	88.70	11	3184	5	467	1	0	0	0
pH10_1_D_cluster_DBSCAN_round2_6	o__Lactobacillales (UID544)	293	475	267	93.70	2.59	9.09	3369603	0	153	153	34432	34432	22023	22023	141871	141871	42.3	2.17	87.72	11	3314	54	412	8	1	0	0
pH10_1_D_cluster_DBSCAN_round3_0	p__Bacteroidetes (UID2605)	350	316	210	97.97	106.70	7.18	19589364	0	1563	1563	34169	34169	12533	12533	1010551	1010551	58.7	14.27	89.57	11	18389	9	177	53	37	21	19
pH10_1_D_cluster_DBSCAN_round3_1	c__Betaproteobacteria (UID3959)	235	419	211	100.00	0.05	0.00	4209391	0	11	11	721587	721587	382671	382671	944936	944936	56.7	0.85	89.70	11	3806	0	417	2	0	0	0
pH10_1_D_cluster_DBSCAN_round3_14	k__Bacteria (UID203)	5449	104	58	34.48	0.00	0.00	2631345	0	118	118	28396	28396	22299	22299	95355	95355	67.1	1.06	91.09	11	2542	81	23	0	0	0	0
pH10_1_D_cluster_DBSCAN_round3_2	o__Actinomycetales (UID1809)	267	400	222	97.97	0.56	0.00	3162194	0	20	20	216533	216533	158109	158109	898388	898388	67.5	0.47	90.95	11	2886	6	392	2	0	0	0
pH10_1_D_cluster_DBSCAN_round3_3	f__Enterobacteriaceae (UID5124)	134	1173	336	98.70	0.26	0.00	4661582	0	20	20	398629	398629	233079	233079	887481	887481	55.1	1.25	89.68	11	4307	43	1127	3	0	0	0
pH10_1_D_cluster_DBSCAN_round3_4	f__Enterobacteriaceae (UID5066)	55	546	224	97.84	0.45	0.00	5170388	0	58	58	139957	139957	89144	89144	265188	265188	59.3	2.30	88.08	11	4781	53	492	1	0	0	0
pH10_1_D_cluster_DBSCAN_round3_5	o__Actinomycetales (UID1809)	267	400	222	95.95	0.90	0.00	3207967	0	61	61	64746	64746	52589	52589	257782	257782	69.4	1.34	90.33	11	2914	13	385	2	0	0	0
pH10_1_D_cluster_DBSCAN_round3_54	o__Lactobacillales (UID544)	293	475	267	3.12	0.00	0.00	43220	0	4	4	23910	23910	10805	10805	23910	23910	40.6	1.26	86.31	11	57	432	43	0	0	0	0
pH10_1_D_cluster_DBSCAN_round3_6	p__Bacteroidetes (UID2605)	350	316	210	77.46	0.00	0.00	2714532	0	54	54	93701	93701	50269	50269	250193	250193	37.6	1.04	89.68	11	2349	62	254	0	0	0	0
pH10_1_D_cluster_DBSCAN_round46_0	k__Bacteria (UID203)	5449	104	58	36.21	5.17	100.00	3414313	0	85	85	59433	59433	40168	40168	239620	239620	76.0	1.46	90.86	11	3107	79	21	4	0	0	0
pH10_1_D_cluster_DBSCAN_round4_84	k__Bacteria (UID1452)	924	161	108	39.44	1.39	75.00	424411	0	67	67	6747	6747	6334	6334	22168	22168	48.4	0.79	92.25	11	482	81	78	1	1	0	0
pH10_1_D_cluster_DBSCAN_round5_17	k__Bacteria (UID203)	5449	104	58	42.74	0.00	0.00	1663961	0	341	341	4743	4743	4879	4879	17693	17693	60.7	2.97	90.89	11	1790	72	32	0	0	0	0
