Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
pH8_1_A_cluster_DBSCAN_round3_3	p__Bacteroidetes (UID2605)	350	316	210	97.14	0.48	100.00	4119933	0	22	22	340203	340203	187269	187269	564945	564945	42.4	0.78	89.93	11	3596	7	308	1	0	0	0
pH8_1_A_cluster_DBSCAN_round3_7	k__Bacteria (UID203)	5449	104	58	50.00	0.00	0.00	1846447	0	25	25	82570	82570	73857	73857	222867	222867	54.1	0.57	88.73	11	1703	71	33	0	0	0	0
pH8_1_A_cluster_DBSCAN_round4_1	f__Enterobacteriaceae (UID5066)	55	546	224	1.67	0.00	0.00	78627	0	4	4	44669	44669	19656	19656	44669	44669	56.1	3.32	91.12	11	92	503	43	0	0	0	0
pH8_1_A_cluster_DBSCAN_round5_1	k__Bacteria (UID203)	5449	104	58	67.24	0.86	100.00	5411486	0	92	92	93516	93516	58820	58820	397647	397647	67.9	0.94	91.31	11	5015	61	42	1	0	0	0
pH8_1_A_cluster_DBSCAN_round5_14	k__Bacteria (UID203)	5449	102	57	35.09	0.00	0.00	1580133	0	80	80	22680	22680	19751	19751	54490	54490	70.4	0.89	91.83	11	1456	80	22	0	0	0	0
pH8_1_A_cluster_DBSCAN_round5_2	k__Bacteria (UID203)	5449	104	58	27.93	0.00	0.00	1988043	0	32	32	132194	132194	62126	62126	358510	358510	53.0	0.69	88.58	11	1947	84	20	0	0	0	0
pH8_1_A_cluster_DBSCAN_round5_6	k__Bacteria (UID203)	5449	104	58	64.14	0.00	0.00	3176843	0	192	192	22667	22667	16546	16546	87097	87097	57.6	1.10	88.22	11	3077	61	43	0	0	0	0
pH8_1_A_cluster_DBSCAN_round6_10	k__Bacteria (UID203)	5449	102	57	26.41	0.00	0.00	1525882	0	54	54	29416	29416	28257	28257	58170	58170	68.0	0.65	91.43	11	1420	77	25	0	0	0	0
pH8_1_A_cluster_DBSCAN_round7_2	o__Burkholderiales (UID4000)	193	427	214	49.66	3.29	81.82	5544197	0	619	619	10656	10656	8956	8956	136106	136106	66.4	1.92	91.27	11	5584	232	184	11	0	0	0
pH8_1_A_cluster_DBSCAN_round8_24	o__Actinomycetales (UID1809)	267	400	222	21.51	2.03	44.44	973058	0	102	102	11255	11255	9539	9539	33834	33834	67.0	1.17	89.26	11	960	306	85	9	0	0	0
pH8_1_A_cluster_DBSCAN_round9_38	o__Actinomycetales (UID1809)	267	400	222	21.67	0.00	0.00	707793	0	121	121	6251	6251	5849	5849	14347	14347	69.9	1.41	90.48	11	692	299	101	0	0	0	0
pH8_1_A_cluster_DBSCAN_round9_4	k__Bacteria (UID203)	5449	104	58	22.04	0.00	0.00	4182184	0	471	471	11559	11559	8879	8879	68312	68312	67.5	2.28	89.86	11	4405	85	19	0	0	0	0
pH8_1_A_cluster_DBSCAN_round9_8	k__Bacteria (UID203)	5449	104	58	37.23	0.00	0.00	3326373	0	341	341	12409	12409	9754	9754	52054	52054	70.0	1.65	93.04	11	3482	79	25	0	0	0	0
pH8_1_B_cluster_DBSCAN_round1_3	c__Alphaproteobacteria (UID3422)	26	529	308	99.89	0.32	0.00	3251752	0	24	24	220322	220322	135489	135489	669390	669390	67.6	1.21	90.60	11	3091	1	527	1	0	0	0
pH8_1_B_cluster_DBSCAN_round1_4	f__Flavobacteriaceae (UID2817)	81	511	283	99.29	0.35	0.00	2856487	0	35	35	150529	150529	81613	81613	463738	463738	34.5	1.93	89.84	11	2629	2	508	1	0	0	0
pH8_1_B_cluster_DBSCAN_round1_5	f__Moraxellaceae (UID4680)	86	689	365	99.54	1.38	11.11	4490600	0	47	47	164395	164395	95544	95544	425967	425967	37.8	2.03	85.03	11	4146	31	649	9	0	0	0
pH8_1_B_cluster_DBSCAN_round1_6	c__Alphaproteobacteria (UID3305)	564	349	230	99.23	0.96	0.00	4070530	0	152	152	45132	45132	26779	26779	195723	195723	50.7	1.99	86.60	11	3728	5	341	3	0	0	0
pH8_1_B_cluster_DBSCAN_round211_0	o__Actinomycetales (UID1809)	267	400	222	28.61	0.45	0.00	1099328	0	66	66	18591	18591	16656	16656	76797	76797	68.7	1.95	88.86	11	1088	256	143	1	0	0	0
pH8_1_B_cluster_DBSCAN_round213_0	o__Actinomycetales (UID1809)	267	400	222	57.01	0.54	0.00	1921161	0	178	178	11493	11493	10793	10793	29401	29401	67.9	1.15	91.88	11	1854	187	211	2	0	0	0
pH8_1_B_cluster_DBSCAN_round219_0	k__Bacteria (UID203)	5449	104	58	41.72	0.00	0.00	2925920	0	380	380	8764	8764	7699	7699	50092	50092	75.5	2.02	91.33	11	3012	74	30	0	0	0	0
pH8_1_B_cluster_DBSCAN_round2_1	p__Bacteroidetes (UID2605)	350	316	210	99.84	13.84	18.92	7173696	0	98	98	464269	464269	73200	73200	810514	810514	40.0	3.33	89.16	11	6167	1	280	34	1	0	0
pH8_1_B_cluster_DBSCAN_round2_3	p__Bacteroidetes (UID2605)	350	316	210	95.56	0.48	0.00	4201989	0	29	29	237670	237670	144896	144896	398856	398856	37.1	1.46	89.04	11	3653	12	303	1	0	0	0
pH8_1_B_cluster_DBSCAN_round3_2	f__Enterobacteriaceae (UID5066)	55	546	224	98.13	0.00	0.00	5114518	0	31	31	255242	255242	164984	164984	548751	548751	59.4	2.21	88.12	11	4691	36	510	0	0	0	0
pH8_1_B_cluster_DBSCAN_round4_0	c__Betaproteobacteria (UID3959)	235	419	211	99.76	50.99	2.14	11563492	0	1195	1195	14500	14500	9676	9676	942760	942760	63.2	10.22	89.26	11	11509	1	282	99	32	4	1
pH8_1_B_cluster_DBSCAN_round4_1	f__Enterobacteriaceae (UID5124)	134	1173	336	99.00	0.26	0.00	4640894	0	18	18	398614	398614	257827	257827	753192	753192	55.1	0.48	89.67	11	4316	8	1162	3	0	0	0
pH8_1_B_cluster_DBSCAN_round4_17	k__Bacteria (UID203)	5449	100	55	59.09	0.00	0.00	457453	0	31	31	19616	19616	14756	14756	45109	45109	49.3	0.93	93.54	11	486	62	38	0	0	0	0
pH8_1_B_cluster_DBSCAN_round4_6	k__Bacteria (UID203)	5449	104	58	67.24	0.00	0.00	567370	0	27	27	27575	27575	21013	21013	56880	56880	48.3	0.63	92.06	11	595	57	47	0	0	0	0
pH8_1_B_cluster_DBSCAN_round5_2	k__Bacteria (UID203)	5449	102	57	55.26	0.00	0.00	1920881	0	64	64	36871	36871	30013	30013	71919	71919	70.2	0.68	91.49	11	1721	68	34	0	0	0	0
pH8_1_B_cluster_DBSCAN_round6_18	k__Bacteria (UID203)	5449	102	57	26.08	0.00	0.00	979679	0	193	193	5223	5223	5076	5076	18277	18277	66.9	2.05	88.33	11	1067	80	22	0	0	0	0
pH8_1_C_cluster_DBSCAN_round156_0	k__Bacteria (UID203)	5449	104	58	36.38	4.31	0.00	332792	0	32	32	14647	14647	10399	10399	37679	37679	49.3	1.12	92.44	11	351	75	26	3	0	0	0
pH8_1_C_cluster_DBSCAN_round1_1	f__Flavobacteriaceae (UID2817)	81	511	283	98.39	0.35	0.00	2860895	0	70	70	97909	97909	40869	40869	184064	184064	34.5	2.51	89.85	11	2634	6	504	1	0	0	0
pH8_1_C_cluster_DBSCAN_round249_1182	k__Bacteria (UID1453)	901	171	117	5.28	0.00	0.00	20877	0	3	3	6911	6911	6959	6959	10138	10138	47.7	0.41	93.52	11	33	138	33	0	0	0	0
pH8_1_C_cluster_DBSCAN_round2_2	c__Alphaproteobacteria (UID3422)	26	529	308	100.00	0.32	0.00	3233914	0	26	26	193039	193039	124381	124381	517795	517795	67.6	1.36	90.67	11	3077	0	528	1	0	0	0
pH8_1_C_cluster_DBSCAN_round2_3	f__Moraxellaceae (UID4680)	86	689	365	99.47	1.29	0.00	4500500	0	45	45	164517	164517	100011	100011	448252	448252	37.8	1.90	85.03	11	4157	28	654	7	0	0	0
pH8_1_C_cluster_DBSCAN_round2_5	o__Burkholderiales (UID4000)	193	427	214	97.90	0.47	100.00	6188827	0	248	248	38596	38596	24954	24954	220285	220285	67.6	1.93	91.13	11	5840	6	420	1	0	0	0
pH8_1_C_cluster_DBSCAN_round2_9	o__Actinomycetales (UID1572)	580	286	171	49.57	1.36	40.00	2955022	0	511	511	6187	6187	5782	5782	20088	20088	72.8	1.89	91.90	11	3072	155	128	2	1	0	0
pH8_1_C_cluster_DBSCAN_round3_0	p__Bacteroidetes (UID2605)	350	316	210	97.32	103.40	12.30	18104871	0	1271	1271	27320	27320	14244	14244	1398766	1398766	59.3	14.42	89.58	11	16833	13	177	55	31	22	18
pH8_1_C_cluster_DBSCAN_round3_2	c__Betaproteobacteria (UID3959)	235	419	211	85.31	0.00	0.00	3282246	0	7	7	872236	872236	468892	468892	878426	878426	56.9	0.84	90.07	11	2944	60	359	0	0	0	0
pH8_1_C_cluster_DBSCAN_round3_3	f__Enterobacteriaceae (UID5124)	134	1173	336	99.30	0.26	0.00	4684721	0	21	21	333395	333395	223081	223081	753192	753192	55.1	0.84	89.70	11	4358	7	1163	3	0	0	0
pH8_1_C_cluster_DBSCAN_round3_4	o__Actinomycetales (UID1809)	267	400	222	86.26	0.56	0.00	2764914	0	20	20	167095	167095	138245	138245	390484	390484	67.5	0.40	91.10	11	2536	47	351	2	0	0	0
pH8_1_C_cluster_DBSCAN_round3_49	k__Bacteria (UID203)	5449	104	58	35.34	0.00	0.00	291589	0	21	21	16439	16439	13885	13885	36259	36259	49.2	0.71	93.93	11	314	80	24	0	0	0	0
pH8_1_C_cluster_DBSCAN_round3_6	p__Bacteroidetes (UID2605)	350	316	210	75.56	0.00	0.00	3114608	0	29	29	146198	146198	107400	107400	332427	332427	36.7	0.95	89.27	11	2693	61	255	0	0	0	0
pH8_1_C_cluster_DBSCAN_round3_8	k__Bacteria (UID203)	5449	104	58	30.17	0.00	0.00	3023326	0	39	39	117897	117897	77521	77521	237375	237375	60.2	0.67	88.66	11	2776	83	21	0	0	0	0
pH8_1_C_cluster_DBSCAN_round3_9	o__Actinomycetales (UID1809)	267	400	222	79.05	0.45	0.00	2118104	0	26	26	90402	90402	81465	81465	230902	230902	69.9	0.42	91.07	11	1906	95	304	1	0	0	0
pH8_1_C_cluster_DBSCAN_round4_2	f__Enterobacteriaceae (UID5066)	55	546	224	46.17	0.50	0.00	2167324	0	62	62	56133	56133	34956	34956	257410	257410	58.0	3.38	87.31	11	2072	295	249	2	0	0	0
pH8_1_C_cluster_DBSCAN_round4_4	o__Actinomycetales (UID1809)	267	400	222	28.83	2.93	41.67	1616600	0	60	60	35631	35631	26943	26943	76754	76754	68.3	1.75	89.07	11	1513	279	109	12	0	0	0
pH8_1_C_cluster_DBSCAN_round4_8	c__Alphaproteobacteria (UID3305)	564	349	230	89.57	2.80	0.00	3511886	0	446	446	8715	8715	7874	7874	34564	34564	51.1	2.19	87.10	11	3442	68	272	9	0	0	0
pH8_1_C_cluster_DBSCAN_round51_18	o__Actinomycetales (UID1572)	580	288	173	21.99	2.89	90.00	618948	0	146	146	4251	4251	4239	4239	7821	7821	75.4	2.51	91.32	11	621	211	67	10	0	0	0
pH8_1_C_cluster_DBSCAN_round5_3	o__Actinomycetales (UID1572)	580	287	173	48.91	0.58	0.00	2092645	0	390	390	5388	5388	5365	5365	58176	58176	60.2	1.85	88.66	11	2090	150	136	1	0	0	0
pH8_1_C_cluster_DBSCAN_round5_5	f__Micrococcaceae (UID1623)	39	457	218	73.14	0.66	0.00	2628015	0	365	365	7904	7904	7200	7200	40104	40104	66.8	1.51	90.57	11	2616	96	356	5	0	0	0
pH8_1_C_cluster_DBSCAN_round6_41	k__Bacteria (UID2495)	2993	143	89	34.68	0.00	0.00	236303	0	32	32	9152	9152	7384	7384	25246	25246	48.4	0.86	92.91	11	277	95	48	0	0	0	0
pH8_1_C_cluster_DBSCAN_round7_0	k__Bacteria (UID203)	5449	104	58	34.83	1.72	0.00	2143177	0	268	268	8237	8237	7996	7996	944936	944936	58.5	4.16	89.83	11	2169	80	23	1	0	0	0
pH8_1_D_cluster_DBSCAN_round168_0	k__Bacteria (UID203)	5449	104	58	48.28	1.72	100.00	2578003	0	317	317	10204	10204	8132	8132	47107	47107	39.1	1.67	87.31	11	2682	73	30	1	0	0	0
pH8_1_D_cluster_DBSCAN_round1_0	c__Alphaproteobacteria (UID3305)	564	349	230	99.07	57.57	5.00	14586012	0	1057	1057	39496	39496	13799	13799	1134850	1134850	58.7	13.93	88.22	11	14262	4	227	82	27	6	3
pH8_1_D_cluster_DBSCAN_round1_5	f__Moraxellaceae (UID4680)	86	689	365	99.47	1.43	0.00	4436906	0	43	43	165247	165247	103183	103183	448252	448252	37.8	1.41	84.97	11	4072	35	646	8	0	0	0
pH8_1_D_cluster_DBSCAN_round1_7	f__Flavobacteriaceae (UID2817)	81	511	283	99.29	0.35	0.00	2855920	0	62	62	81163	81163	46063	46063	270986	270986	34.5	2.17	89.98	11	2624	2	508	1	0	0	0
pH8_1_D_cluster_DBSCAN_round1_8	o__Actinomycetales (UID1572)	580	286	171	98.64	0.00	0.00	2984860	0	63	63	72806	72806	47378	47378	238759	238759	68.4	1.44	92.09	11	2813	5	281	0	0	0	0
pH8_1_D_cluster_DBSCAN_round1_9	k__Bacteria (UID1453)	901	171	117	32.47	1.71	0.00	353215	0	78	78	4678	4678	4528	4528	9465	9465	48.9	1.55	92.93	11	417	117	52	2	0	0	0
pH8_1_D_cluster_DBSCAN_round2_2	c__Alphaproteobacteria (UID3422)	26	529	308	100.00	0.32	0.00	3252010	0	13	13	424067	424067	250154	250154	623642	623642	67.6	1.21	90.64	11	3084	0	528	1	0	0	0
pH8_1_D_cluster_DBSCAN_round2_4	o__Lactobacillales (UID375)	177	350	163	98.77	4.45	100.00	1820895	0	17	17	446877	446877	107111	107111	550297	550297	36.4	0.85	88.41	11	1741	2	337	11	0	0	0
pH8_1_D_cluster_DBSCAN_round2_8	o__Burkholderiales (UID4000)	193	427	214	97.08	0.07	50.00	6078340	0	185	185	52716	52716	32855	32855	247233	247233	67.7	1.56	91.25	11	5716	10	415	2	0	0	0
pH8_1_D_cluster_DBSCAN_round350_27	k__Bacteria (UID203)	5449	104	58	58.62	1.72	0.00	4399104	0	443	443	15618	15618	9930	9930	81820	81820	74.7	1.95	91.25	11	4332	66	37	1	0	0	0
pH8_1_D_cluster_DBSCAN_round3_0	c__Betaproteobacteria (UID3959)	235	419	211	100.00	0.05	0.00	4227086	0	12	12	749323	749323	352257	352257	948545	948545	56.7	0.67	89.68	11	3813	0	417	2	0	0	0
pH8_1_D_cluster_DBSCAN_round3_1	p__Bacteroidetes (UID2605)	350	316	210	99.84	5.26	14.29	6819465	0	64	64	569466	569466	106554	106554	810504	810504	39.8	3.76	89.15	11	5903	1	301	14	0	0	0
pH8_1_D_cluster_DBSCAN_round3_11	f__Micrococcaceae (UID1623)	39	457	218	87.29	4.59	82.35	3413196	0	299	299	16080	16080	11415	11415	109527	109527	66.7	1.44	90.78	11	3287	46	394	17	0	0	0
pH8_1_D_cluster_DBSCAN_round3_15	o__Actinomycetales (UID1572)	580	286	171	85.14	2.92	20.00	4178889	0	362	362	16668	16668	11543	11543	71776	71776	68.8	1.87	90.69	11	4024	57	224	5	0	0	0
pH8_1_D_cluster_DBSCAN_round3_21	o__Actinomycetales (UID1572)	580	287	173	68.50	0.87	50.00	2596823	0	361	361	8120	8120	7193	7193	43238	43238	60.0	1.46	88.37	11	2433	88	197	2	0	0	0
pH8_1_D_cluster_DBSCAN_round3_4	o__Actinomycetales (UID1809)	267	400	222	98.13	1.46	28.57	3643514	0	47	47	107506	107506	77521	77521	410161	410161	67.5	0.91	90.79	11	3386	7	386	7	0	0	0
pH8_1_D_cluster_DBSCAN_round3_6	o__Actinomycetales (UID1809)	267	400	222	97.30	0.45	0.00	2884313	0	41	41	99780	99780	70349	70349	377182	377182	69.7	0.73	90.52	11	2615	10	389	1	0	0	0
pH8_1_D_cluster_DBSCAN_round3_7	o__Lactobacillales (UID544)	293	473	265	98.09	0.14	33.33	3242945	0	45	45	140648	140648	72065	72065	271114	271114	42.9	1.37	88.80	11	2981	12	458	3	0	0	0
pH8_1_D_cluster_DBSCAN_round3_8	p__Bacteroidetes (UID2605)	350	316	210	99.17	0.62	66.67	4148607	0	95	95	80555	80555	43669	43669	221786	221786	37.2	2.47	88.97	11	3607	14	299	3	0	0	0
pH8_1_D_cluster_DBSCAN_round45_10	o__Actinomycetales (UID1572)	580	288	173	2.67	0.00	0.00	27929	0	3	3	8909	8909	9309	9309	10112	10112	70.2	1.34	91.96	11	37	256	32	0	0	0	0
pH8_1_D_cluster_DBSCAN_round4_2	o__Actinomycetales (UID1572)	580	286	171	81.73	12.48	66.67	5346125	0	62	62	105946	105946	86227	86227	384741	384741	73.0	0.96	91.70	11	4763	77	184	24	1	0	0
pH8_1_D_cluster_DBSCAN_round4_21	k__Bacteria (UID203)	5449	104	58	46.03	0.34	100.00	1970738	0	184	184	13647	13647	10710	10710	42720	42720	73.7	1.26	90.54	11	1850	74	29	1	0	0	0
pH8_1_D_cluster_DBSCAN_round4_23	c__Bacilli (UID285)	586	325	181	56.39	0.18	100.00	1461843	0	273	273	5455	5455	5354	5354	39549	39549	32.9	1.49	91.01	11	1614	131	193	1	0	0	0
pH8_1_D_cluster_DBSCAN_round4_3	f__Enterobacteriaceae (UID5066)	55	546	224	89.86	0.56	50.00	4729524	0	48	48	157617	157617	98531	98531	310814	310814	59.7	1.85	88.21	11	4372	91	453	2	0	0	0
pH8_1_D_cluster_DBSCAN_round53_0	o__Actinomycetales (UID1572)	580	286	171	16.13	0.00	0.00	848271	0	34	34	49719	49719	24949	24949	125716	125716	71.4	1.32	90.21	11	837	216	70	0	0	0	0
pH8_1_D_cluster_DBSCAN_round5_1	o__Lactobacillales (UID544)	293	475	267	57.77	8.11	32.26	3039451	0	50	50	195168	195168	60789	60789	486588	486588	42.7	1.20	87.60	11	2969	210	241	22	1	1	0
pH8_1_D_cluster_DBSCAN_round5_13	c__Bacilli (UID284)	725	279	151	77.65	0.33	0.00	1920168	0	154	154	16352	16352	12468	12468	61970	61970	36.3	1.02	90.62	11	1937	88	190	1	0	0	0
pH8_1_D_cluster_DBSCAN_round6_0	f__Enterobacteriaceae (UID5124)	134	1173	336	99.30	0.30	25.00	4685930	0	21	21	299411	299411	223139	223139	577742	577742	55.1	0.81	89.69	11	4356	7	1162	4	0	0	0
pH8_1_D_cluster_DBSCAN_round6_35	o__Lactobacillales (UID544)	293	475	267	3.20	0.00	0.00	56417	0	4	4	42732	42732	14104	14104	42732	42732	41.2	1.04	86.52	11	60	428	47	0	0	0	0
pH8_1_D_cluster_DBSCAN_round7_19	k__Bacteria (UID203)	5449	104	58	51.72	1.72	0.00	2018926	0	63	63	32252	32252	32046	32046	47035	47035	76.1	0.76	91.17	11	1841	69	34	1	0	0	0
pH8_1_D_cluster_DBSCAN_round7_2	f__Enterobacteriaceae (UID5066)	55	546	224	9.25	0.00	0.00	482802	0	8	8	115777	115777	60350	60350	172357	172357	55.2	1.51	87.49	11	456	475	71	0	0	0	0
pH8_1_D_cluster_DBSCAN_round9_0	k__Bacteria (UID203)	5449	104	58	25.86	0.00	0.00	717575	0	13	13	485835	485835	55198	55198	485835	485835	39.7	0.46	89.53	11	673	88	16	0	0	0	0
pH8_1_E_cluster_DBSCAN_round1_1	c__Alphaproteobacteria (UID3422)	26	529	308	100.00	0.32	0.00	3249441	0	15	15	431034	431034	216629	216629	877414	877414	67.6	0.98	90.62	11	3083	0	528	1	0	0	0
pH8_1_E_cluster_DBSCAN_round1_3	f__Enterobacteriaceae (UID5124)	134	1173	336	99.30	0.26	0.00	4688097	0	25	25	269844	269844	187523	187523	753192	753192	55.1	2.78	89.71	11	4358	7	1163	3	0	0	0
pH8_1_E_cluster_DBSCAN_round1_5	f__Moraxellaceae (UID4680)	86	689	365	98.95	1.36	12.50	4422057	0	45	45	155258	155258	98267	98267	258884	258884	37.8	1.30	84.96	11	4066	41	640	8	0	0	0
pH8_1_E_cluster_DBSCAN_round1_6	o__Actinomycetales (UID1572)	580	286	171	98.05	0.00	0.00	2902516	0	30	30	126628	126628	96750	96750	238764	238764	68.5	1.00	92.23	11	2732	8	278	0	0	0	0
pH8_1_E_cluster_DBSCAN_round254_0	k__Bacteria (UID203)	5449	104	58	60.14	6.90	60.00	4323980	0	294	294	21050	21050	14707	14707	94088	94088	75.7	1.71	91.36	11	4169	61	40	2	1	0	0
pH8_1_E_cluster_DBSCAN_round2_4	f__Flavobacteriaceae (UID2817)	81	511	283	99.29	0.35	0.00	2903065	0	39	39	127532	127532	74437	74437	372183	372183	34.5	2.17	89.77	11	2655	2	508	1	0	0	0
pH8_1_E_cluster_DBSCAN_round2_6	o__Burkholderiales (UID4000)	193	427	214	99.53	1.64	100.00	6354110	0	119	119	106245	106245	53395	53395	281450	281450	67.5	1.36	91.04	11	5879	1	412	14	0	0	0
pH8_1_E_cluster_DBSCAN_round312_0	k__Bacteria (UID203)	5449	104	58	33.33	0.00	0.00	2605021	0	46	46	78359	78359	56630	56630	170827	170827	39.0	1.52	86.81	11	2616	81	23	0	0	0	0
pH8_1_E_cluster_DBSCAN_round3_0	c__Alphaproteobacteria (UID3305)	564	349	230	95.96	58.24	4.63	14354878	0	1138	1138	24485	24485	12614	12614	976756	976756	61.7	10.84	88.78	11	14053	21	203	86	28	8	3
pH8_1_E_cluster_DBSCAN_round3_10	o__Lactobacillales (UID375)	177	350	163	98.77	0.00	0.00	1797737	0	14	14	254958	254958	128409	128409	446321	446321	36.4	1.00	88.33	11	1713	2	348	0	0	0	0
pH8_1_E_cluster_DBSCAN_round3_11	c__Bacilli (UID284)	725	279	151	98.34	0.00	0.00	3152760	0	32	32	174624	174624	98523	98523	340071	340071	35.6	1.11	89.30	11	3063	3	276	0	0	0	0
pH8_1_E_cluster_DBSCAN_round3_14	o__Actinomycetales (UID1572)	580	286	171	95.96	2.24	20.00	4195261	0	63	63	103222	103222	66591	66591	238447	238447	68.9	0.89	91.41	11	3802	18	263	5	0	0	0
pH8_1_E_cluster_DBSCAN_round3_15	c__Bacilli (UID285)	586	325	181	99.26	0.83	50.00	3463368	0	191	191	26834	26834	18132	18132	92848	92848	32.4	1.60	89.13	11	3493	2	321	2	0	0	0
pH8_1_E_cluster_DBSCAN_round3_32	o__Actinomycetales (UID1572)	580	286	172	36.78	0.00	0.00	1359296	0	291	291	4485	4485	4671	4671	13897	13897	71.3	1.71	92.30	11	1406	186	100	0	0	0	0
pH8_1_E_cluster_DBSCAN_round3_5	p__Bacteroidetes (UID2605)	350	316	210	96.03	0.95	50.00	4239104	0	30	30	274378	274378	141303	141303	549003	549003	37.1	1.53	88.99	11	3674	11	303	2	0	0	0
pH8_1_E_cluster_DBSCAN_round3_6	o__Lactobacillales (UID544)	293	473	265	99.23	0.00	0.00	3484640	0	41	41	261861	261861	84991	84991	542121	542121	42.8	1.33	88.60	11	3170	3	470	0	0	0	0
pH8_1_E_cluster_DBSCAN_round3_7	o__Lactobacillales (UID544)	293	475	267	67.48	4.64	48.00	3027460	0	21	21	260781	260781	144164	144164	536640	536640	42.6	1.15	87.40	11	2912	134	318	22	1	0	0
pH8_1_E_cluster_DBSCAN_round4_0	c__Betaproteobacteria (UID3959)	235	419	211	100.00	0.05	0.00	4216856	0	12	12	751648	751648	351404	351404	944939	944939	56.7	1.13	89.75	11	3806	0	417	2	0	0	0
pH8_1_E_cluster_DBSCAN_round4_10	f__Micrococcaceae (UID1623)	39	457	218	85.76	3.67	77.78	3559419	0	322	322	16568	16568	11054	11054	109527	109527	66.5	1.57	90.48	11	3447	51	397	9	0	0	0
