Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
MES_1_A_cluster_DBSCAN_round3_14	c__Bacilli (UID284)	725	279	151	98.30	0.00	0.00	3614052	0	77	77	94774	94774	46935	46935	252353	252353	35.2	3.18	87.93	11	3576	5	274	0	0	0	0
MES_1_A_cluster_DBSCAN_round3_15	c__Betaproteobacteria (UID3959)	235	419	211	100.00	0.03	0.00	4478975	0	99	99	79726	79726	45242	45242	241269	241269	60.5	1.70	90.79	11	4204	0	418	1	0	0	0
MES_1_A_cluster_DBSCAN_round3_19	p__Bacteroidetes (UID2605)	350	316	210	99.27	0.71	100.00	4085136	0	177	177	32147	32147	23079	23079	92059	92059	42.6	1.76	89.85	11	3674	4	310	2	0	0	0
MES_1_A_cluster_DBSCAN_round3_2	c__Betaproteobacteria (UID3959)	235	419	211	100.00	0.05	0.00	4218018	0	12	12	660429	660429	351501	351501	878434	878434	56.7	0.90	89.72	11	3807	0	417	2	0	0	0
MES_1_A_cluster_DBSCAN_round3_5	o__Lactobacillales (UID544)	293	475	267	71.04	2.84	0.00	3022092	0	18	18	269006	269006	167894	167894	536640	536640	42.6	1.01	87.38	11	2898	118	347	9	1	0	0
MES_1_A_cluster_DBSCAN_round3_7	p__Actinobacteria (UID1454)	732	206	120	92.50	4.03	0.00	3293403	0	34	34	165250	165250	96864	96864	387757	387757	72.5	0.91	91.08	11	3017	13	185	8	0	0	0
MES_1_A_cluster_DBSCAN_round3_8	o__Lactobacillales (UID544)	293	473	265	98.49	0.50	50.00	3482683	0	32	32	241592	241592	108833	108833	380397	380397	42.7	1.25	88.71	11	3186	8	463	2	0	0	0
MES_1_A_cluster_DBSCAN_round4_0	f__Enterobacteriaceae (UID5124)	134	1173	336	99.30	0.56	0.00	4693224	0	20	20	439168	439168	234661	234661	887481	887481	55.1	1.27	89.69	11	4364	7	1162	4	0	0	0
MES_1_A_cluster_DBSCAN_round4_1	o__Actinomycetales (UID1809)	267	400	222	83.33	0.56	0.00	3194868	0	23	23	213950	213950	138907	138907	798678	798678	67.5	0.64	90.89	11	2910	64	334	2	0	0	0
MES_1_A_cluster_DBSCAN_round4_10	k__Bacteria (UID203)	5449	104	58	43.10	0.00	0.00	2668919	0	106	106	34720	34720	25178	25178	132649	132649	57.8	0.90	88.47	11	2519	76	28	0	0	0	0
MES_1_A_cluster_DBSCAN_round4_5	o__Actinomycetales (UID1572)	580	286	171	75.34	0.00	0.00	2788779	0	16	16	245789	245789	174298	174298	301860	301860	72.7	0.49	91.82	11	2534	87	199	0	0	0	0
MES_1_A_cluster_DBSCAN_round4_6	k__Bacteria (UID203)	5449	104	58	28.45	0.00	0.00	2851848	0	20	20	151216	151216	142592	142592	269091	269091	75.5	0.47	91.55	11	2647	84	20	0	0	0	0
MES_1_A_cluster_DBSCAN_round4_7	o__Actinomycetales (UID1809)	267	400	222	89.64	0.45	0.00	2555349	0	30	30	100030	100030	85178	85178	257500	257500	69.8	0.51	90.74	11	2326	33	366	1	0	0	0
MES_1_A_cluster_DBSCAN_round5_11	k__Bacteria (UID203)	5449	104	58	37.93	3.45	100.00	1121654	0	18	18	64549	64549	62314	62314	89010	89010	76.0	0.87	92.13	11	1015	81	21	2	0	0	0
MES_1_A_cluster_DBSCAN_round5_3	o__Lactobacillales (UID544)	293	475	267	82.96	4.99	0.00	3832954	0	38	38	144541	144541	100867	100867	271506	271506	39.3	0.73	86.94	11	3803	97	365	10	3	0	0
MES_1_A_cluster_DBSCAN_round6_11	k__Bacteria (UID203)	5449	104	58	22.41	0.00	0.00	445835	0	23	23	27813	27813	19384	19384	67122	67122	56.4	0.98	87.72	11	413	89	15	0	0	0	0
MES_1_A_cluster_DBSCAN_round6_17	c__Alphaproteobacteria (UID3305)	564	349	230	86.69	2.54	14.29	3957666	0	392	392	12105	12105	10096	10096	46106	46106	53.2	1.63	87.42	11	4029	80	262	7	0	0	0
MES_1_A_cluster_DBSCAN_round6_24	o__Actinomycetales (UID1572)	580	286	171	62.67	2.87	75.00	3075580	0	289	289	14049	14049	10642	10642	29776	29776	73.6	1.44	90.99	11	2907	133	145	8	0	0	0
MES_1_A_cluster_DBSCAN_round78_5	k__Bacteria (UID203)	5449	104	58	36.21	1.72	0.00	1652325	0	63	63	28011	28011	26227	26227	47214	47214	76.2	0.96	91.47	11	1506	79	24	1	0	0	0
MES_1_A_cluster_DBSCAN_round79_2	k__Bacteria (UID203)	5449	104	58	24.61	3.45	100.00	1897766	0	214	214	11476	11476	8868	8868	33675	33675	76.1	1.97	90.47	11	1877	80	21	3	0	0	0
MES_1_B_cluster_DBSCAN_round11_10	o__Lactobacillales (UID544)	293	475	267	2.91	0.00	0.00	51419	0	4	4	20045	20045	12854	12854	20430	20430	40.6	0.37	86.91	11	52	433	42	0	0	0	0
MES_1_B_cluster_DBSCAN_round174_0	o__Lactobacillales (UID544)	293	475	267	69.53	4.12	0.00	3599331	0	33	33	175287	175287	109070	109070	307032	307032	39.1	0.89	86.96	11	3569	156	310	7	2	0	0
MES_1_B_cluster_DBSCAN_round177_0	k__Bacteria (UID203)	5449	104	58	39.06	4.31	0.00	1253109	0	98	98	22736	22736	12786	12786	156750	156750	40.1	5.05	88.31	11	1172	71	31	1	1	0	0
MES_1_B_cluster_DBSCAN_round178_12	k__Bacteria (UID203)	5449	104	58	27.93	0.00	0.00	1308463	0	115	115	17683	17683	11377	11377	39708	39708	73.7	1.44	90.71	11	1205	85	19	0	0	0	0
MES_1_B_cluster_DBSCAN_round1_11	o__Actinomycetales (UID1572)	580	286	171	98.64	0.00	0.00	2945660	0	62	62	69586	69586	47510	47510	224491	224491	68.5	1.27	92.10	11	2777	5	281	0	0	0	0
MES_1_B_cluster_DBSCAN_round1_3	o__Actinomycetales (UID1572)	580	286	171	98.25	3.22	0.00	4284949	0	30	30	233000	233000	142831	142831	749595	749595	68.9	0.84	91.36	11	3870	5	274	7	0	0	0
MES_1_B_cluster_DBSCAN_round1_4	f__Moraxellaceae (UID4680)	86	689	365	99.28	2.27	25.00	4586837	0	46	46	155188	155188	99713	99713	697193	697193	37.8	1.69	85.03	11	4196	41	636	12	0	0	0
MES_1_B_cluster_DBSCAN_round1_5	c__Alphaproteobacteria (UID3422)	26	529	308	100.00	0.32	0.00	3251503	0	14	14	389037	389037	232250	232250	629294	629294	67.6	0.86	90.64	11	3086	0	528	1	0	0	0
MES_1_B_cluster_DBSCAN_round1_7	o__Burkholderiales (UID4000)	193	427	214	99.53	0.00	0.00	6212610	0	49	49	184735	184735	126787	126787	489260	489260	67.5	0.99	91.08	11	5694	1	426	0	0	0	0
MES_1_B_cluster_DBSCAN_round2_10	p__Actinobacteria (UID1454)	732	206	120	91.81	9.17	0.00	3966681	0	59	59	87077	87077	67231	67231	232200	232200	72.4	1.14	90.70	11	3557	15	179	12	0	0	0
MES_1_B_cluster_DBSCAN_round2_8	c__Alphaproteobacteria (UID3305)	564	349	230	99.57	2.48	0.00	4153317	0	109	109	61918	61918	38103	38103	324737	324737	50.7	2.02	86.43	11	3789	1	339	9	0	0	0
MES_1_B_cluster_DBSCAN_round3_10	c__Bacilli (UID284)	725	279	151	98.28	0.00	0.00	3069470	0	28	28	187552	187552	109623	109623	341305	341305	35.6	1.12	89.42	11	2976	6	273	0	0	0	0
MES_1_B_cluster_DBSCAN_round3_11	p__Bacteroidetes (UID2605)	350	316	210	99.18	0.48	0.00	4251054	0	51	51	145831	145831	83354	83354	307508	307508	37.2	1.88	88.87	11	3670	9	306	1	0	0	0
MES_1_B_cluster_DBSCAN_round3_2	f__Flavobacteriaceae (UID2817)	81	511	283	99.29	0.35	0.00	2876741	0	32	32	184064	184064	89898	89898	843470	843470	34.5	1.95	89.84	11	2645	2	508	1	0	0	0
MES_1_B_cluster_DBSCAN_round3_22	c__Alphaproteobacteria (UID3305)	564	349	230	45.78	0.87	100.00	2267547	0	478	478	4687	4687	4743	4743	29486	29486	53.8	1.95	87.59	11	2497	201	146	2	0	0	0
MES_1_B_cluster_DBSCAN_round3_29	o__Actinomycetales (UID1572)	580	288	173	6.12	0.00	0.00	103664	0	10	10	10660	10660	10366	10366	12483	12483	72.0	1.44	88.30	11	97	260	28	0	0	0	0
MES_1_B_cluster_DBSCAN_round3_32	o__Lactobacillales (UID544)	293	475	267	21.66	0.00	0.00	669094	0	160	160	4117	4117	4181	4181	8766	8766	32.6	1.59	91.59	11	801	362	113	0	0	0	0
MES_1_B_cluster_DBSCAN_round3_4	o__Lactobacillales (UID375)	177	350	163	98.77	4.45	100.00	1826708	0	15	15	443211	443211	121780	121780	570659	570659	36.5	0.86	88.32	11	1743	2	337	11	0	0	0
MES_1_B_cluster_DBSCAN_round3_5	o__Lactobacillales (UID544)	293	475	267	68.04	6.96	48.00	3159638	0	20	20	271170	271170	157981	157981	536640	536640	42.5	0.84	87.35	11	3049	157	295	22	1	0	0
MES_1_B_cluster_DBSCAN_round3_6	o__Lactobacillales (UID544)	293	473	265	95.47	0.00	0.00	3191731	0	36	36	193495	193495	88659	88659	518916	518916	42.9	1.32	88.86	11	2931	19	454	0	0	0	0
MES_1_B_cluster_DBSCAN_round434_4	k__Bacteria (UID203)	5449	104	58	32.76	3.45	50.00	1852085	0	41	41	49914	49914	45172	45172	86903	86903	76.2	0.83	91.65	11	1672	79	23	2	0	0	0
MES_1_B_cluster_DBSCAN_round49_0	k__Bacteria (UID203)	5449	104	58	29.31	1.72	100.00	2368040	0	21	21	123302	123302	112763	112763	379884	379884	75.9	0.55	91.22	11	2226	85	18	1	0	0	0
MES_1_B_cluster_DBSCAN_round4_0	p__Bacteroidetes (UID2605)	350	316	210	98.74	80.68	9.44	16801443	0	895	895	51265	51265	18772	18772	1878060	1878060	56.6	13.95	89.55	11	15445	21	185	49	32	20	9
MES_1_B_cluster_DBSCAN_round4_13	o__Actinomycetales (UID1572)	580	287	173	91.62	1.35	0.00	3420850	0	176	176	28244	28244	19436	19436	128906	128906	59.5	1.35	88.00	11	3020	48	236	3	0	0	0
MES_1_B_cluster_DBSCAN_round4_14	f__Micrococcaceae (UID1623)	39	457	218	79.53	2.91	100.00	2979134	0	246	246	16763	16763	12110	12110	109527	109527	66.7	1.11	90.77	11	2786	112	338	7	0	0	0
MES_1_B_cluster_DBSCAN_round4_2	f__Enterobacteriaceae (UID5124)	134	1173	336	99.30	0.26	0.00	4701291	0	23	23	299411	299411	204403	204403	753102	753102	55.1	0.79	89.70	11	4366	7	1163	3	0	0	0
MES_1_B_cluster_DBSCAN_round4_24	p__Bacteroidetes (UID2605)	350	316	210	80.30	0.00	0.00	2763793	0	218	218	17401	17401	12677	12677	67956	67956	42.8	1.24	90.38	11	2500	64	252	0	0	0	0
MES_1_B_cluster_DBSCAN_round4_53	f__Micrococcaceae (UID1623)	39	457	218	2.29	0.00	0.00	26071	0	1	1	26071	26071	26071	26071	26071	26071	64.3	0.00	86.39	11	37	420	37	0	0	0	0
MES_1_B_cluster_DBSCAN_round4_58	root (UID1)	5656	56	24	8.33	0.00	0.00	2668387	0	412	412	6895	6895	6476	6476	23632	23632	60.8	2.39	89.33	11	2848	54	2	0	0	0	0
MES_1_B_cluster_DBSCAN_round4_7	o__Actinomycetales (UID1809)	267	400	222	74.87	2.93	30.77	2943753	0	51	51	62257	62257	57720	57720	218874	218874	67.6	0.70	91.11	11	2754	121	266	13	0	0	0
MES_1_B_cluster_DBSCAN_round4_74	o__Actinomycetales (UID1572)	580	287	173	3.47	0.00	0.00	25322	0	2	2	15539	15539	12661	12661	15539	15539	58.2	0.48	87.22	11	30	250	37	0	0	0	0
MES_1_B_cluster_DBSCAN_round5_0	c__Betaproteobacteria (UID3959)	235	419	211	100.00	1.00	0.00	4347404	0	43	43	660405	660405	101102	101102	878426	878426	56.7	1.45	89.62	11	3956	0	413	6	0	0	0
MES_1_B_cluster_DBSCAN_round5_4	o__Actinomycetales (UID1809)	267	400	222	95.57	14.64	27.78	3440625	0	74	74	64405	64405	46494	46494	303868	303868	69.1	1.53	90.22	11	3197	17	329	54	0	0	0
MES_1_B_cluster_DBSCAN_round6_1	o__Actinomycetales (UID1572)	580	286	171	47.37	0.00	0.00	2613630	0	14	14	236348	236348	186687	186687	411684	411684	72.6	0.44	91.52	11	2364	130	156	0	0	0	0
MES_1_B_cluster_DBSCAN_round7_9	k__Bacteria (UID203)	5449	104	58	32.76	0.00	0.00	1228403	0	19	19	70560	70560	64652	64652	134186	134186	73.3	0.59	92.45	11	1082	82	22	0	0	0	0
MES_1_B_cluster_DBSCAN_round8_4	k__Bacteria (UID203)	5449	104	58	49.06	1.72	0.00	2641786	0	488	488	5289	5289	5413	5413	40082	40082	60.7	3.10	88.79	11	2822	66	37	1	0	0	0
MES_1_B_cluster_DBSCAN_round9_43	k__Bacteria (UID203)	5449	104	58	27.93	1.72	100.00	2220685	0	391	391	5735	5735	5679	5679	17835	17835	75.1	1.59	90.96	11	2297	85	18	1	0	0	0
MES_1_C_cluster_DBSCAN_round10_12	k__Bacteria (UID203)	5449	104	58	39.66	0.00	0.00	1631591	0	282	282	5785	5785	5785	5785	75708	75708	32.4	1.78	87.65	11	1874	76	28	0	0	0	0
MES_1_C_cluster_DBSCAN_round10_7	k__Bacteria (UID203)	5449	104	58	57.24	1.72	0.00	4961621	0	609	609	9610	9610	8147	8147	105660	105660	53.5	2.22	87.45	11	5146	64	38	2	0	0	0
MES_1_C_cluster_DBSCAN_round11_11	k__Bacteria (UID203)	5449	104	58	58.10	5.17	33.33	2830109	0	115	115	29163	29163	24609	24609	86922	86922	73.7	0.98	91.07	11	2530	66	35	3	0	0	0
MES_1_C_cluster_DBSCAN_round179_23	o__Actinomycetales (UID1572)	580	288	173	15.42	2.70	66.67	631645	0	152	152	4200	4200	4155	4155	7746	7746	74.4	2.18	90.34	11	648	242	40	6	0	0	0
MES_1_C_cluster_DBSCAN_round1_10	o__Actinomycetales (UID1572)	580	286	171	98.05	0.10	0.00	2895124	0	56	56	79330	79330	51698	51698	244500	244500	68.5	1.23	92.17	11	2727	8	277	1	0	0	0
MES_1_C_cluster_DBSCAN_round1_11	p__Actinobacteria (UID1454)	732	206	120	96.39	0.00	0.00	3112139	0	43	43	113406	113406	72375	72375	210242	210242	72.3	0.90	91.01	11	2781	5	201	0	0	0	0
MES_1_C_cluster_DBSCAN_round1_5	o__Lactobacillales (UID375)	177	350	163	98.77	0.00	0.00	1786930	0	13	13	443211	443211	137456	137456	570659	570659	36.5	0.73	88.57	11	1697	2	348	0	0	0	0
MES_1_C_cluster_DBSCAN_round1_8	f__Moraxellaceae (UID4680)	86	689	365	99.07	1.50	0.00	4424221	0	44	44	154734	154734	100550	100550	405956	405956	37.8	1.49	84.94	11	4068	41	639	9	0	0	0
MES_1_C_cluster_DBSCAN_round1_9	o__Actinomycetales (UID1572)	580	286	171	98.25	6.14	0.00	4875615	0	52	52	154401	154401	93761	93761	311550	311550	69.0	0.96	90.99	11	4478	5	270	11	0	0	0
MES_1_C_cluster_DBSCAN_round2_3	c__Alphaproteobacteria (UID3422)	26	529	308	100.00	0.32	0.00	3251023	0	11	11	457520	457520	295547	295547	877397	877397	67.6	0.80	90.63	11	3085	0	528	1	0	0	0
MES_1_C_cluster_DBSCAN_round3_2	c__Betaproteobacteria (UID3959)	235	419	211	100.00	1.00	16.67	4719106	0	56	56	566676	566676	84269	84269	878434	878434	57.0	3.02	89.24	11	4290	0	413	6	0	0	0
MES_1_C_cluster_DBSCAN_round3_3	f__Flavobacteriaceae (UID2817)	81	511	283	99.29	0.35	0.00	2885244	0	27	27	193396	193396	106860	106860	843469	843469	34.5	2.30	89.84	11	2640	2	508	1	0	0	0
MES_1_C_cluster_DBSCAN_round4_8	o__Actinomycetales (UID1572)	580	287	173	98.84	1.16	0.00	3508417	0	160	160	34200	34200	21927	21927	115793	115793	59.5	1.37	87.96	11	3097	2	283	2	0	0	0
MES_1_C_cluster_DBSCAN_round4_9	f__Micrococcaceae (UID1623)	39	457	218	90.16	8.18	93.75	3946846	0	370	370	15117	15117	10667	10667	109692	109692	66.3	1.90	90.42	11	3839	36	389	32	0	0	0
MES_1_C_cluster_DBSCAN_round5_3	o__Lactobacillales (UID544)	293	473	265	99.25	0.13	0.00	3591919	0	42	42	258978	258978	85521	85521	597284	597284	42.6	1.77	88.59	11	3299	2	470	1	0	0	0
MES_1_C_cluster_DBSCAN_round6_0	p__Bacteroidetes (UID2605)	350	316	210	99.84	76.70	4.59	16214813	0	905	905	70588	70588	17916	17916	1393969	1393969	54.7	14.83	89.87	11	15248	1	193	71	31	16	4
MES_1_C_cluster_DBSCAN_round6_1	f__Enterobacteriaceae (UID5124)	134	1173	336	99.30	0.48	0.00	4716180	0	22	22	439170	439170	214371	214371	887471	887471	55.1	0.93	89.67	11	4401	7	1161	5	0	0	0
MES_1_C_cluster_DBSCAN_round6_10	p__Bacteroidetes (UID2605)	350	316	210	96.67	0.48	100.00	4006768	0	63	63	134441	134441	63599	63599	340971	340971	42.5	1.13	90.02	11	3506	12	303	1	0	0	0
MES_1_C_cluster_DBSCAN_round6_11	p__Bacteroidetes (UID2605)	350	316	210	95.56	0.63	50.00	4062384	0	47	47	147503	147503	86433	86433	328743	328743	37.0	1.45	89.04	11	3504	12	302	2	0	0	0
MES_1_C_cluster_DBSCAN_round6_13	o__Burkholderiales (UID4000)	193	427	214	11.92	0.16	100.00	1009446	0	157	157	5159	5159	6429	6429	281494	281494	66.3	1.88	91.69	11	1058	347	79	1	0	0	0
MES_1_C_cluster_DBSCAN_round6_14	k__Bacteria (UID203)	5449	104	58	55.17	0.00	0.00	1991686	0	23	23	156750	156750	86595	86595	271507	271507	38.7	0.47	87.60	11	1982	67	37	0	0	0	0
MES_1_C_cluster_DBSCAN_round6_15	o__Actinomycetales (UID1809)	267	400	222	89.64	0.45	0.00	2634177	0	32	32	119195	119195	82318	82318	257500	257500	69.8	0.58	90.80	11	2411	33	366	1	0	0	0
MES_1_C_cluster_DBSCAN_round6_19	k__Bacteria (UID203)	5449	104	58	63.79	1.72	100.00	3010621	0	93	93	50125	50125	32372	32372	141970	141970	57.7	0.92	88.32	11	2811	64	38	2	0	0	0
MES_1_C_cluster_DBSCAN_round6_2	c__Alphaproteobacteria (UID3305)	564	349	230	96.96	1.39	25.00	3827517	0	28	28	189265	189265	136697	136697	648292	648292	50.8	0.87	86.72	11	3414	51	294	4	0	0	0
MES_1_C_cluster_DBSCAN_round6_29	c__Bacilli (UID284)	725	279	151	76.05	2.32	0.00	1842462	0	157	157	13972	13972	11735	11735	83595	83595	36.3	0.94	90.40	11	1859	86	187	6	0	0	0
MES_1_C_cluster_DBSCAN_round6_3	c__Betaproteobacteria (UID3959)	235	419	211	99.05	0.03	0.00	4453532	0	51	51	141686	141686	87324	87324	553871	553871	60.4	1.67	90.84	11	4125	6	412	1	0	0	0
MES_1_C_cluster_DBSCAN_round6_4	o__Lactobacillales (UID544)	293	475	267	71.04	2.84	0.00	3060668	0	17	17	269006	269006	180039	180039	536640	536640	42.5	0.90	87.38	11	2958	118	347	9	1	0	0
MES_1_C_cluster_DBSCAN_round6_5	o__Lactobacillales (UID544)	293	475	267	68.99	1.25	0.00	2550382	0	30	30	144730	144730	85012	85012	485718	485718	39.8	0.56	87.23	11	2449	166	303	6	0	0	0
MES_1_C_cluster_DBSCAN_round6_6	o__Burkholderiales (UID4000)	193	427	214	86.92	0.00	0.00	5570461	0	34	34	273416	273416	163837	163837	455892	455892	67.7	0.66	91.15	11	5096	86	341	0	0	0	0
MES_1_C_cluster_DBSCAN_round6_64	c__Alphaproteobacteria (UID3305)	564	349	230	0.87	0.00	0.00	32867	0	1	1	32867	32867	32867	32867	32867	32867	50.7	0.00	84.96	11	41	318	31	0	0	0	0
MES_1_C_cluster_DBSCAN_round6_8	o__Actinomycetales (UID1809)	267	400	222	88.08	0.56	0.00	3082273	0	27	27	150883	150883	114158	114158	428457	428457	67.5	0.53	90.94	11	2852	46	352	2	0	0	0
MES_1_C_cluster_DBSCAN_round71_2	k__Bacteria (UID203)	5449	104	58	32.37	2.59	100.00	1566366	0	219	219	9570	9570	7152	7152	33311	33311	75.4	1.62	90.93	11	1574	74	28	2	0	0	0
MES_1_C_cluster_DBSCAN_round7_0	o__Actinomycetales (UID1572)	580	286	171	69.30	0.58	0.00	3471411	0	25	25	134214	134214	138856	138856	434703	434703	72.8	0.61	91.93	11	3158	90	195	1	0	0	0
MES_1_C_cluster_DBSCAN_round7_2	k__Bacteria (UID203)	5449	104	58	25.86	1.72	100.00	2078484	0	12	12	193048	193048	173207	173207	320191	320191	75.7	0.35	91.13	11	1953	88	15	1	0	0	0
MES_1_C_cluster_DBSCAN_round8_8	k__Bacteria (UID203)	5449	104	58	36.21	1.72	100.00	2037675	0	24	24	86420	86420	84903	84903	115491	115491	76.4	0.64	91.54	11	1819	79	24	1	0	0	0
MES_1_C_cluster_DBSCAN_round8_81	k__Bacteria (UID203)	5449	104	58	33.78	0.00	0.00	382926	0	57	57	8866	8866	6718	6718	27803	27803	49.3	0.99	93.45	11	405	80	24	0	0	0	0
MES_1_C_cluster_DBSCAN_round9_11	k__Bacteria (UID203)	5449	104	58	33.54	0.00	0.00	3406762	0	567	567	6290	6290	6008	6008	26689	26689	60.4	2.77	89.07	11	3588	77	27	0	0	0	0
MES_1_C_cluster_DBSCAN_round9_13	k__Bacteria (UID209)	5443	105	59	42.14	2.54	0.00	401115	0	91	91	4280	4280	4407	4407	16226	16226	48.0	2.13	91.50	11	479	53	50	2	0	0	0
MES_1_D_cluster_DBSCAN_round129_0	o__Lactobacillales (UID544)	293	475	267	81.21	4.87	0.00	3807657	0	36	36	200181	200181	105768	105768	273096	273096	39.1	1.11	87.01	11	3776	97	368	7	3	0	0
MES_1_D_cluster_DBSCAN_round1_2	o__Actinomycetales (UID1572)	580	286	171	97.86	0.00	0.00	2782259	0	49	49	95359	95359	56780	56780	238759	238759	68.6	1.22	92.29	11	2569	9	277	0	0	0	0
MES_1_D_cluster_DBSCAN_round275_18	k__Bacteria (UID203)	5449	104	58	40.00	0.00	0.00	3208632	0	293	293	14944	14944	10950	10950	81616	81616	73.9	1.38	91.03	11	3025	77	27	0	0	0	0
MES_1_D_cluster_DBSCAN_round2_0	p__Bacteroidetes (UID2605)	350	316	210	96.88	66.38	4.10	15157868	0	708	708	78832	78832	21409	21409	1878062	1878062	55.8	15.01	89.76	11	13922	30	188	49	35	9	5
MES_1_D_cluster_DBSCAN_round2_1	c__Alphaproteobacteria (UID3305)	564	349	230	99.57	0.96	0.00	4126460	0	27	27	219798	219798	152831	152831	1588680	1588680	50.7	1.63	86.44	11	3700	1	345	3	0	0	0
MES_1_D_cluster_DBSCAN_round2_11	f__Moraxellaceae (UID4680)	86	689	365	99.35	1.36	12.50	4434445	0	50	50	143902	143902	88688	88688	425967	425967	37.8	1.74	84.98	11	4073	40	641	8	0	0	0
MES_1_D_cluster_DBSCAN_round2_12	p__Bacteroidetes (UID2605)	350	316	210	99.52	0.58	80.00	4162813	0	41	41	192540	192540	101532	101532	409983	409983	42.5	1.46	89.92	11	3634	1	310	5	0	0	0
MES_1_D_cluster_DBSCAN_round2_15	p__Bacteroidetes (UID2605)	350	316	210	99.26	5.71	15.00	4485916	0	49	49	174960	174960	91549	91549	324631	324631	37.3	1.65	88.96	11	3899	6	290	20	0	0	0
MES_1_D_cluster_DBSCAN_round2_17	p__Actinobacteria (UID1454)	732	206	120	99.72	0.00	0.00	3454746	0	42	42	100057	100057	82255	82255	242870	242870	72.1	1.02	90.83	11	3156	1	205	0	0	0	0
MES_1_D_cluster_DBSCAN_round2_2	c__Alphaproteobacteria (UID3422)	26	529	308	100.00	0.32	0.00	3250762	0	9	9	457520	457520	361195	361195	1052357	1052357	67.6	0.74	90.63	11	3082	0	528	1	0	0	0
MES_1_D_cluster_DBSCAN_round2_22	c__Betaproteobacteria (UID3959)	235	419	211	94.27	1.90	33.33	4498978	0	437	437	14161	14161	10295	10295	67368	67368	60.1	3.52	90.24	11	4474	29	381	9	0	0	0
MES_1_D_cluster_DBSCAN_round2_23	k__Bacteria (UID203)	5449	104	58	29.62	0.00	0.00	1125142	0	182	182	5684	5684	6182	6182	56355	56355	32.3	1.83	85.23	11	1278	82	22	0	0	0	0
