Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
G05_1_A_cluster_DBSCAN_round6_6	o__Actinomycetales (UID1572)	580	286	171	70.47	4.04	72.73	3700057	0	300	300	17323	17323	12333	12333	87846	87846	73.4	1.49	90.55	11	3434	100	175	11	0	0	0
G05_1_A_cluster_DBSCAN_round7_32	c__Alphaproteobacteria (UID3305)	564	349	230	52.71	0.87	100.00	2674951	0	486	486	5776	5776	5504	5504	23072	23072	53.5	1.50	88.20	11	2924	177	170	2	0	0	0
G05_1_A_cluster_DBSCAN_round8_17	c__Alphaproteobacteria (UID3305)	564	349	230	11.65	0.06	100.00	607050	0	141	141	4239	4239	4305	4305	9801	9801	55.0	1.60	87.18	11	698	286	59	4	0	0	0
G05_1_A_cluster_DBSCAN_round8_6	c__Betaproteobacteria (UID3959)	235	419	211	33.25	0.00	0.00	3748783	0	459	459	10215	10215	8167	8167	50353	50353	66.7	3.32	89.27	11	3884	291	128	0	0	0	0
G05_1_B_cluster_DBSCAN_round1_10	o__Burkholderiales (UID4000)	193	427	214	93.93	0.03	100.00	6007780	0	59	59	156941	156941	101826	101826	454627	454627	67.5	1.39	91.04	11	5505	25	401	1	0	0	0
G05_1_B_cluster_DBSCAN_round1_12	o__Actinomycetales (UID1572)	580	286	171	98.25	2.05	0.00	4164634	0	29	29	217140	217140	143608	143608	445659	445659	68.9	0.75	91.36	11	3753	5	277	4	0	0	0
G05_1_B_cluster_DBSCAN_round1_15	o__Actinomycetales (UID1572)	580	286	171	98.64	0.00	0.00	2945255	0	63	63	77737	77737	46750	46750	238764	238764	68.5	1.26	92.12	11	2774	5	281	0	0	0	0
G05_1_B_cluster_DBSCAN_round1_18	c__Bacilli (UID285)	586	325	181	96.82	1.66	50.00	3145759	0	259	259	15851	15851	12145	12145	75633	75633	32.3	1.67	90.00	11	3236	8	313	4	0	0	0
G05_1_B_cluster_DBSCAN_round1_21	k__Bacteria (UID1453)	901	171	117	57.81	0.00	0.00	688418	0	90	90	9114	9114	7649	7649	36228	36228	48.6	1.52	92.70	11	755	62	109	0	0	0	0
G05_1_B_cluster_DBSCAN_round1_28	c__Alphaproteobacteria (UID3305)	564	349	230	45.14	0.01	100.00	2234118	0	473	473	4641	4641	4723	4723	20634	20634	54.0	1.90	88.16	11	2460	194	154	1	0	0	0
G05_1_B_cluster_DBSCAN_round1_29	p__Bacteroidetes (UID2605)	350	316	210	0.60	0.00	0.00	17373	0	2	2	11675	11675	8686	8686	11675	11675	42.6	0.05	93.35	11	27	284	32	0	0	0	0
G05_1_B_cluster_DBSCAN_round1_3	f__Flavobacteriaceae (UID2817)	81	511	283	99.29	0.35	0.00	2869084	0	30	30	184064	184064	95636	95636	843470	843470	34.5	2.39	89.83	11	2621	2	508	1	0	0	0
G05_1_B_cluster_DBSCAN_round1_4	c__Alphaproteobacteria (UID3305)	564	349	230	100.00	0.96	0.00	4113124	0	29	29	290228	290228	141831	141831	820442	820442	50.7	1.72	86.54	11	3688	0	346	3	0	0	0
G05_1_B_cluster_DBSCAN_round1_5	c__Alphaproteobacteria (UID3422)	26	529	308	100.00	0.32	0.00	3250910	0	11	11	424067	424067	295537	295537	663637	663637	67.6	0.78	90.63	11	3083	0	528	1	0	0	0
G05_1_B_cluster_DBSCAN_round1_6	f__Moraxellaceae (UID4680)	86	689	365	99.03	1.43	0.00	4429524	0	42	42	162616	162616	105464	105464	623779	623779	37.8	1.72	84.99	11	4062	41	640	8	0	0	0
G05_1_B_cluster_DBSCAN_round1_9	o__Lactobacillales (UID544)	293	473	265	97.36	0.00	0.00	3418747	0	38	38	220335	220335	89967	89967	518916	518916	42.8	1.56	88.61	11	3126	9	464	0	0	0	0
G05_1_B_cluster_DBSCAN_round2_1	c__Betaproteobacteria (UID3959)	235	419	211	82.94	0.05	0.00	3716605	0	10	10	751648	751648	371660	371660	944936	944936	56.7	0.64	89.69	11	3353	60	357	2	0	0	0
G05_1_B_cluster_DBSCAN_round2_5	o__Lactobacillales (UID544)	293	475	267	71.22	2.84	0.00	3040425	0	17	17	248338	248338	178848	178848	536640	536640	42.5	0.93	87.39	11	2934	117	348	9	1	0	0
G05_1_B_cluster_DBSCAN_round3_0	p__Bacteroidetes (UID2605)	350	316	210	95.94	132.73	8.86	22133644	0	1170	1170	43243	43243	18917	18917	1878060	1878060	60.2	12.13	88.88	11	20140	32	160	42	25	14	43
G05_1_B_cluster_DBSCAN_round3_10	p__Bacteroidetes (UID2605)	350	316	210	95.45	0.48	0.00	4088688	0	47	47	174933	174933	86993	86993	364900	364900	37.0	1.61	89.06	11	3536	16	299	1	0	0	0
G05_1_B_cluster_DBSCAN_round3_11	f__Enterobacteriaceae (UID5066)	55	546	224	94.48	0.45	0.00	4863400	0	62	62	121278	121278	78441	78441	340463	340463	59.7	1.93	88.33	11	4496	69	476	1	0	0	0
G05_1_B_cluster_DBSCAN_round3_12	o__Actinomycetales (UID1572)	580	287	173	99.42	1.16	0.00	3495869	0	106	106	51853	51853	32979	32979	226716	226716	59.5	1.18	87.88	11	3041	1	284	2	0	0	0
G05_1_B_cluster_DBSCAN_round3_16	k__Bacteria (UID203)	5449	104	58	44.83	0.00	0.00	1182350	0	18	18	64878	64878	65686	65686	118845	118845	72.9	0.71	91.77	11	1042	76	28	0	0	0	0
G05_1_B_cluster_DBSCAN_round3_18	f__Micrococcaceae (UID1623)	39	457	218	22.01	0.00	0.00	496566	0	8	8	75154	75154	62070	62070	109536	109536	67.2	0.71	92.77	11	435	342	115	0	0	0	0
G05_1_B_cluster_DBSCAN_round3_24	o__Actinomycetales (UID1572)	580	288	173	35.63	0.00	0.00	1517401	0	59	59	27191	27191	25718	25718	87895	87895	72.1	1.10	90.77	11	1398	173	115	0	0	0	0
G05_1_B_cluster_DBSCAN_round3_29	k__Bacteria (UID203)	5449	104	58	67.53	1.72	100.00	2883991	0	208	208	19534	19534	13865	13865	73251	73251	42.8	1.37	90.84	11	2593	61	42	1	0	0	0
G05_1_B_cluster_DBSCAN_round3_3	o__Lactobacillales (UID375)	177	350	163	98.77	4.45	100.00	1773457	0	12	12	550417	550417	147788	147788	570659	570659	36.4	0.83	88.49	11	1672	2	337	11	0	0	0
G05_1_B_cluster_DBSCAN_round3_36	f__Micrococcaceae (UID1623)	39	457	218	57.03	2.75	100.00	2139071	0	187	187	15393	15393	11438	11438	50499	50499	66.8	1.04	90.72	11	2008	194	252	11	0	0	0
G05_1_B_cluster_DBSCAN_round3_6	c__Bacilli (UID284)	725	279	151	98.34	0.00	0.00	3144669	0	27	27	126645	126645	116469	116469	453124	453124	35.6	1.08	89.35	11	3050	3	276	0	0	0	0
G05_1_B_cluster_DBSCAN_round3_8	o__Actinomycetales (UID1809)	267	400	222	85.06	0.56	0.00	3061699	0	23	23	216533	216533	133117	133117	410027	410027	67.5	0.56	90.87	11	2822	63	335	2	0	0	0
G05_1_B_cluster_DBSCAN_round3_9	o__Actinomycetales (UID1809)	267	400	222	97.52	13.06	22.92	3491348	0	53	53	89631	89631	65874	65874	377182	377182	69.2	1.52	90.34	11	3196	13	339	48	0	0	0
G05_1_B_cluster_DBSCAN_round422_48	k__Bacteria (UID203)	5449	104	58	25.86	0.00	0.00	1149998	0	28	28	47568	47568	41071	41071	63158	63158	75.9	0.74	91.09	11	1032	88	16	0	0	0	0
G05_1_B_cluster_DBSCAN_round4_0	f__Enterobacteriaceae (UID5124)	134	1173	336	98.70	0.26	0.00	4657798	0	18	18	398629	398629	258766	258766	887481	887481	55.1	0.84	89.67	11	4307	43	1127	3	0	0	0
G05_1_B_cluster_DBSCAN_round55_1	f__Enterobacteriaceae (UID5066)	55	546	224	2.03	0.00	0.00	34948	0	3	3	20083	20083	11649	11649	20083	20083	53.3	1.13	86.51	11	47	505	41	0	0	0	0
G05_1_B_cluster_DBSCAN_round5_1	k__Bacteria (UID203)	5449	104	58	22.41	0.00	0.00	697357	0	4	4	486801	486801	174339	174339	486801	486801	40.0	0.23	89.24	11	643	90	14	0	0	0	0
G05_1_B_cluster_DBSCAN_round5_3	o__Actinomycetales (UID1572)	580	286	171	69.49	0.29	0.00	2750751	0	12	12	258040	258040	229229	229229	434763	434763	72.7	0.40	91.61	11	2541	93	192	1	0	0	0
G05_1_B_cluster_DBSCAN_round5_5	k__Bacteria (UID203)	5449	104	58	46.55	0.00	0.00	1383270	0	13	13	133239	133239	106405	106405	271507	271507	38.8	0.37	87.45	11	1366	72	32	0	0	0	0
G05_1_B_cluster_DBSCAN_round6_1	k__Bacteria (UID203)	5449	104	58	36.21	5.17	100.00	4132984	0	37	37	111440	111440	111702	111702	454245	454245	76.2	0.47	91.08	11	3771	79	22	3	0	0	0
G05_1_B_cluster_DBSCAN_round75_0	f__Enterobacteriaceae (UID5124)	134	1173	336	1.00	0.00	0.00	107270	0	2	2	80972	80972	53635	53635	80972	80972	54.1	2.61	88.06	11	131	1131	42	0	0	0	0
G05_1_B_cluster_DBSCAN_round7_2	o__Lactobacillales (UID544)	293	475	267	43.87	3.12	15.38	3522623	0	83	83	91582	91582	42441	42441	270977	270977	38.7	1.87	86.38	11	3609	268	194	13	0	0	0
G05_1_B_cluster_DBSCAN_round8_63	k__Bacteria (UID203)	5449	104	58	39.11	0.00	0.00	2125543	0	389	389	5568	5568	5464	5464	17862	17862	61.2	2.20	91.18	11	2258	74	30	0	0	0	0
G05_1_B_cluster_DBSCAN_round8_95	k__Bacteria (UID203)	5449	104	58	28.40	1.72	0.00	569356	0	105	105	5733	5733	5422	5422	9279	9279	75.4	1.64	90.14	11	572	80	23	1	0	0	0
G05_1_B_cluster_DBSCAN_round9_0	c__Betaproteobacteria (UID3959)	235	419	211	20.23	4.98	0.00	843343	0	19	19	725656	725656	44386	44386	725656	725656	60.3	1.21	89.69	11	812	331	65	23	0	0	0
G05_1_C_cluster_DBSCAN_round10_36	k__Bacteria (UID203)	5449	104	58	46.55	0.00	0.00	2391397	0	322	322	8416	8416	7426	7426	28489	28489	53.5	1.18	88.56	11	2496	71	33	0	0	0	0
G05_1_C_cluster_DBSCAN_round11_17	k__Bacteria (UID203)	5449	104	58	19.28	0.00	0.00	344128	0	51	51	7705	7705	6747	6747	15964	15964	54.2	0.91	89.69	11	325	86	18	0	0	0	0
G05_1_C_cluster_DBSCAN_round11_3	k__Bacteria (UID203)	5449	104	58	23.04	0.00	0.00	4494594	0	524	524	11514	11514	8577	8577	136773	136773	65.8	4.13	89.00	11	4629	85	19	0	0	0	0
G05_1_C_cluster_DBSCAN_round155_0	k__Bacteria (UID203)	5449	104	58	54.02	6.90	100.00	3164408	0	87	87	44099	44099	36372	36372	249290	249290	75.1	1.42	90.95	11	2934	68	32	4	0	0	0
G05_1_C_cluster_DBSCAN_round1_2	o__Actinomycetales (UID1572)	580	286	171	98.46	0.00	0.00	2953943	0	74	74	61959	61959	39918	39918	197988	197988	68.4	1.44	92.07	11	2778	8	278	0	0	0	0
G05_1_C_cluster_DBSCAN_round2_12	c__Alphaproteobacteria (UID3305)	564	349	230	97.83	0.96	0.00	4118596	0	38	38	179746	179746	108384	108384	387008	387008	50.7	2.01	86.56	11	3705	20	326	3	0	0	0
G05_1_C_cluster_DBSCAN_round2_14	p__Bacteroidetes (UID2605)	350	316	210	96.16	0.95	50.00	3948784	0	68	68	97503	97503	58070	58070	211350	211350	42.7	1.22	90.09	11	3453	12	302	2	0	0	0
G05_1_C_cluster_DBSCAN_round2_15	c__Bacilli (UID285)	586	325	181	94.99	0.00	0.00	3540924	0	244	244	21404	21404	14511	14511	163504	163504	32.4	1.65	88.85	11	3642	36	289	0	0	0	0
G05_1_C_cluster_DBSCAN_round2_16	o__Actinomycetales (UID1572)	580	287	173	98.84	1.16	0.00	3558186	0	114	114	61605	61605	31212	31212	152444	152444	59.5	1.49	87.93	11	3141	6	279	2	0	0	0
G05_1_C_cluster_DBSCAN_round2_17	f__Micrococcaceae (UID1623)	39	457	218	89.74	7.42	92.86	3953075	0	366	366	15037	15037	10800	10800	109536	109536	66.3	1.78	90.36	11	3820	34	395	28	0	0	0
G05_1_C_cluster_DBSCAN_round2_22	o__Actinomycetales (UID1593)	69	400	198	30.16	0.00	0.00	1265934	0	282	282	4523	4523	4489	4489	17988	17988	68.6	1.90	92.15	11	1358	270	130	0	0	0	0
G05_1_C_cluster_DBSCAN_round2_4	c__Alphaproteobacteria (UID3422)	26	529	308	100.00	0.32	0.00	3252108	0	11	11	464132	464132	295646	295646	877395	877395	67.6	0.90	90.63	11	3083	0	528	1	0	0	0
G05_1_C_cluster_DBSCAN_round2_5	f__Flavobacteriaceae (UID2817)	81	511	283	99.29	0.35	0.00	2898135	0	29	29	193396	193396	99935	99935	843469	843469	34.5	2.29	89.84	11	2653	2	508	1	0	0	0
G05_1_C_cluster_DBSCAN_round2_7	f__Moraxellaceae (UID4680)	86	689	365	99.11	2.27	25.00	4587380	0	50	50	141755	141755	91747	91747	608122	608122	37.8	1.60	85.06	11	4197	41	636	12	0	0	0
G05_1_C_cluster_DBSCAN_round3_0	p__Bacteroidetes (UID2605)	350	316	210	99.84	31.16	9.01	13627718	0	588	588	85531	85531	23176	23176	1878062	1878062	53.7	14.17	89.78	11	12225	1	252	47	12	3	1
G05_1_C_cluster_DBSCAN_round3_1	o__Lactobacillales (UID544)	293	475	267	71.51	10.77	0.00	4034575	0	18	18	333355	333355	224143	224143	1001999	1001999	42.9	1.09	87.29	11	4033	130	309	32	3	1	0
G05_1_C_cluster_DBSCAN_round3_11	p__Bacteroidetes (UID2605)	350	316	210	99.37	0.48	0.00	4216194	0	41	41	162254	162254	102834	102834	365063	365063	37.2	1.59	88.87	11	3630	2	313	1	0	0	0
G05_1_C_cluster_DBSCAN_round3_12	c__Bacilli (UID284)	725	279	151	97.02	0.00	0.00	2940466	0	29	29	174624	174624	101395	101395	296177	296177	35.8	1.10	89.69	11	2850	5	274	0	0	0	0
G05_1_C_cluster_DBSCAN_round3_14	o__Burkholderiales (UID4000)	193	427	214	9.35	0.47	0.00	777453	0	99	99	50452	50452	7853	7853	205672	205672	65.4	2.45	90.51	11	799	371	52	4	0	0	0
G05_1_C_cluster_DBSCAN_round3_15	p__Actinobacteria (UID1454)	732	206	120	87.22	4.58	100.00	2835489	0	30	30	172953	172953	94516	94516	203686	203686	72.4	0.84	91.18	11	2550	20	179	7	0	0	0
G05_1_C_cluster_DBSCAN_round3_17	f__Enterobacteriaceae (UID5066)	55	546	224	91.82	1.02	14.29	4691882	0	274	274	27381	27381	17123	17123	122437	122437	60.0	2.38	88.47	11	4557	83	456	7	0	0	0
G05_1_C_cluster_DBSCAN_round3_3	f__Enterobacteriaceae (UID5124)	134	1173	336	99.30	0.45	37.50	4693766	0	17	17	398629	398629	276103	276103	887481	887481	55.1	0.75	89.67	11	4364	7	1158	8	0	0	0
G05_1_C_cluster_DBSCAN_round3_4	o__Lactobacillales (UID544)	293	473	265	94.34	0.00	0.00	3310301	0	26	26	472585	472585	127319	127319	739421	739421	42.9	1.41	88.76	11	3028	20	453	0	0	0	0
G05_1_C_cluster_DBSCAN_round3_49	c__Alphaproteobacteria (UID3305)	564	349	230	3.57	0.26	100.00	35350	0	7	7	5305	5305	5050	5050	9549	9549	56.6	1.18	86.59	11	41	306	41	2	0	0	0
G05_1_C_cluster_DBSCAN_round3_5	o__Burkholderiales (UID4000)	193	427	214	91.59	0.00	0.00	5925329	0	47	47	173822	173822	126070	126070	647841	647841	67.6	0.85	91.06	11	5410	53	374	0	0	0	0
G05_1_C_cluster_DBSCAN_round3_52	o__Actinomycetales (UID1572)	580	288	173	3.18	0.00	0.00	26258	0	4	4	7105	7105	6564	6564	9053	9053	69.9	2.13	93.34	11	35	253	35	0	0	0	0
G05_1_C_cluster_DBSCAN_round3_6	o__Lactobacillales (UID375)	177	350	163	98.77	4.45	100.00	1823577	0	14	14	443211	443211	130255	130255	570659	570659	36.5	1.00	88.41	11	1740	2	337	11	0	0	0
G05_1_C_cluster_DBSCAN_round3_8	o__Actinomycetales (UID1572)	580	286	171	98.25	2.05	0.00	4233081	0	28	28	246467	246467	151181	151181	490665	490665	68.9	0.68	91.38	11	3807	5	277	4	0	0	0
G05_1_C_cluster_DBSCAN_round4_0	c__Betaproteobacteria (UID3959)	235	419	211	100.00	0.05	0.00	4213151	0	10	10	873088	873088	421315	421315	944936	944936	56.7	0.73	89.75	11	3801	0	417	2	0	0	0
G05_1_C_cluster_DBSCAN_round4_3	o__Actinomycetales (UID1809)	267	400	222	83.00	0.56	0.00	3178637	0	22	22	213950	213950	144483	144483	418654	418654	67.5	0.56	90.80	11	2870	73	325	2	0	0	0
G05_1_C_cluster_DBSCAN_round4_5	c__Betaproteobacteria (UID3959)	235	419	211	94.10	0.00	0.00	4044613	0	47	47	133375	133375	86055	86055	314034	314034	60.6	1.47	91.00	11	3738	40	379	0	0	0	0
G05_1_C_cluster_DBSCAN_round4_6	o__Actinomycetales (UID1809)	267	400	222	89.64	0.45	0.00	2594211	0	29	29	107950	107950	89455	89455	257500	257500	69.7	0.53	90.81	11	2382	33	366	1	0	0	0
G05_1_C_cluster_DBSCAN_round4_67	k__Bacteria (UID1452)	924	151	101	54.49	0.99	0.00	643449	0	65	65	13378	13378	9899	9899	28783	28783	49.3	1.05	92.56	11	685	82	68	1	0	0	0
G05_1_C_cluster_DBSCAN_round5_0	o__Actinomycetales (UID1572)	580	286	171	95.03	10.08	91.67	4738545	0	27	27	267931	267931	175501	175501	516663	516663	72.6	0.42	91.47	11	4306	11	251	24	0	0	0
G05_1_C_cluster_DBSCAN_round5_7	k__Bacteria (UID203)	5449	104	58	46.55	1.72	100.00	3042693	0	30	30	104586	104586	101423	101423	154734	154734	75.8	0.56	91.65	11	2781	74	29	1	0	0	0
G05_1_C_cluster_DBSCAN_round6_0	k__Bacteria (UID203)	5449	104	58	34.48	0.00	0.00	811475	0	7	7	486426	486426	115925	115925	486426	486426	40.0	0.35	89.25	11	757	82	22	0	0	0	0
G05_1_C_cluster_DBSCAN_round6_2	k__Bacteria (UID203)	5449	104	58	31.61	0.00	0.00	2779713	0	28	28	156750	156750	99275	99275	271507	271507	39.3	0.71	86.78	11	2740	82	22	0	0	0	0
G05_1_C_cluster_DBSCAN_round7_2	o__Lactobacillales (UID544)	293	475	267	36.85	4.99	31.25	1940538	0	68	68	53343	53343	28537	28537	211987	211987	38.6	1.71	87.18	11	2023	278	181	16	0	0	0
G05_1_C_cluster_DBSCAN_round8_5	k__Bacteria (UID203)	5449	104	58	46.03	3.45	50.00	3484849	0	284	284	17244	17244	12270	12270	49937	49937	73.8	1.37	91.03	11	3253	74	28	2	0	0	0
G05_1_C_cluster_DBSCAN_round9_56	k__Bacteria (UID203)	5449	104	58	38.79	3.45	66.67	1717532	0	303	303	6132	6132	5668	5668	12329	12329	74.9	1.63	91.11	11	1743	78	23	3	0	0	0
G05_1_C_cluster_DBSCAN_round9_7	k__Bacteria (UID203)	5449	104	58	71.90	1.72	0.00	3602605	0	175	175	29519	29519	20586	20586	81885	81885	57.6	1.10	88.21	11	3421	56	47	1	0	0	0
G05_1_D_cluster_DBSCAN_round191_0	k__Bacteria (UID203)	5449	104	58	64.37	0.00	0.00	3415752	0	35	35	175713	175713	97592	97592	271507	271507	39.1	1.18	86.91	11	3379	61	43	0	0	0	0
